asn|aspp_average|moreSpecific_average|selective_average
29287||50.0|50.0
29290||12.76|55.77
29298|76.84||83.06
29301|100.0||
29309||50.0|
29311|100.0||50.0
29314||15.11|95.55
29316|100.0||
29329|100.0||
29330|100.0||
29345|100.0|50.0|90.0
29354|100.0||
29355|31.25|39.6|75.0
29357||3.15|98.2
29384|99.66||40.0
29390||44.44|75.17
29394|100.0||
29396|99.65||83.15
29399|50.0||59.52
29403|100.0||
29405|100.0|16.67|89.28
29413|76.19||58.54
29422|61.54|20.42|86.72
29423|44.17|28.12|25.0
29430|87.5|36.46|100.0
29432|||71.43
29442|100.0||
29447|97.5|25.35|61.4
29452|100.0||
29457|84.27|26.16|87.22
29462|||59.09
29465||8.73|
29467|||54.17
29468|||39.85
29470|||50.0
29478|||100.0
29479|95.45||51.14
29484|100.0|20.0|40.0
29488|100.0||
29504|||50.0
29505|100.0|50.0|70.0
29512|||50.0
29513|100.0||
29518|96.67|26.67|69.61
29527|100.0||
29535|47.69||57.75
29545||50.0|50.0
29549|100.0||
29550|||50.0
29551|35.94|15.24|94.09
29560|||100.0
29562||33.33|
29571||45.37|88.75
29582|||50.0
29584|100.0|50.0|
29588|||76.32
29591|100.0||
29596|100.0||
29600||50.0|50.0
29605|100.0||
29608|91.92|14.92|75.01
29611|||82.69
29624|100.0||
29625||50.0|
29632|55.97|27.63|84.02
29636|89.04|25.83|74.27
29644||20.9|
29650|100.0||
29655|57.88||77.54
29657||38.35|
29663|||50.0
29668|25.0||91.82
29670|87.41|19.8|77.69
29683|100.0||
29684||23.87|95.36
29686|||49.69
29691|||43.38
29695||8.07|84.79
29697|||88.39
29704|||100.0
29705|||100.0
29713|100.0|7.69|67.0
29727|||100.0
29749|46.97|40.62|72.33
29757||40.74|98.0
29760|100.0||
29761||27.38|95.88
29765|33.33||94.51
29773|100.0||
29789|100.0|13.96|
29791|13.88|11.8|98.1
29792|72.22||50.0
29802|23.68|8.51|96.94
29831||21.49|53.0
29838|62.79|15.35|99.43
29848|50.32|33.97|99.34
29884||25.0|96.88
29888||25.0|48.38
29889|50.8|32.88|86.96
29899|100.0||
29904||50.0|
29906|100.0||
29909||21.03|84.41
29921|||33.0
29933|78.17|50.0|96.08
29953|100.0||
29966|100.0||
29974||6.94|94.37
29990|35.57||96.28
29992|100.0||58.46
29997|||98.94
30013|100.0|33.33|67.0
30021|||66.67
30023|100.0||
30031|62.5||87.99
30036|59.43|4.17|100.0
30041||45.0|62.14
30058|||100.0
30059||50.0|100.0
30060|||9.0
30069|100.0||
30071||17.79|94.32
30081|56.28|19.06|96.74
30083||50.0|
30103|1.31||100.0
30114|8.33|8.33|100.0
30132|||50.0
30148|||89.27
30150|33.2|25.0|98.57
30152|100.0|33.33|
30165|100.0||
30170||28.57|86.0
30176|42.31|38.17|46.0
30177|100.0||
30215|||100.0
30217|50.0|38.59|99.01
30232|100.0||
30238|50.0||100.0
30247||20.0|80.0
30259|100.0||
30269|100.0||
30274|||100.0
30277||25.0|
30282|100.0||
30286|||85.92
30292|100.0||
30307||50.0|
30312|100.0||
30313||25.24|84.17
30317|100.0||
30325|||50.0
30330|||95.45
30337||44.36|83.99
30350|100.0||
30361||41.85|
30383|33.2||99.27
30387|100.0||
30399|||57.14
30404||29.58|42.17
30405||29.03|41.5
30447|||68.22
30452|99.21||60.58
30455||34.26|
30456||33.5|74.4
30475|||37.9
30496|28.23|16.84|62.8
30500|100.0||
30513|100.0|50.0|
30514||26.67|100.0
30517||22.76|79.31
30536|22.67|20.87|100.0
30539|93.65||55.64
30542||14.49|100.0
30548||45.83|100.0
30600||35.83|83.33
30607|||50.0
30612||20.32|77.98
30614|||97.06
30633|83.83|3.42|73.21
30636|100.0||
30640|100.0||
30653|100.0||
30688||9.52|
30690|19.33||76.0
30693||38.4|84.04
30698|||50.0
30707|100.0||50.0
30714|100.0|47.78|49.35
30721|92.19||50.0
30722|100.0||
30736|100.0|50.0|70.49
30738||50.0|100.0
30740||59.24|46.64
30742||13.91|26.94
30745||20.0|88.0
30764|||50.0
30781||19.26|65.66
30788|||100.0
30793|100.0||
30811|||97.6
30813|100.0||
30821|100.0||
30823|62.6|17.3|68.25
30827||47.62|53.56
30836|93.78||46.07
30844|46.26|19.11|85.07
30847||50.0|
30851|100.0||
30857|||100.0
30860|50.0||50.0
30870|91.13|16.6|86.48
30873|93.86|7.14|48.2
30880||48.41|46.58
30889|100.0||51.79
30892|||75.0
30893|94.44|12.56|89.95
30914||50.0|100.0
30915|100.0||
30919||33.33|88.45
30925|100.0||
30931|55.0||51.95
30950|100.0||
30961|54.35|50.0|50.0
30962|||39.0
30969|44.44|22.86|
30971|81.35|50.0|64.87
30972||35.15|64.62
30975|100.0||
30983||38.35|35.76
30985|||67.69
30986|79.49|46.04|
30990||42.81|70.46
30999||31.96|85.04
31004|100.0||
31012||50.0|
31019|70.79|33.33|98.95
31027|7.75|5.18|96.5
31034||7.53|54.93
31042|50.0||87.5
31059|100.0||58.84
31078|100.0||
31079|100.0||
31103||38.33|57.08
31108|99.53||96.46
31109|100.0||100.0
31117|57.6|28.53|86.09
31122|48.7|16.02|64.88
31126|100.0|15.07|
31133|18.99|19.62|86.1
31143|100.0||
31147|||50.0
31148|95.92|14.41|78.09
31152|100.0||50.0
31163|4.53||
31167||39.11|33.0
31169|82.83|20.0|70.0
31172|100.0||
31174|100.0||
31178||20.0|80.0
31200|70.59|50.0|100.0
31205|25.0||
31208||50.0|
31211|||94.85
31213||22.22|
31214|100.0||
31216|100.0|27.39|87.05
31224|100.0||
31229|||99.15
31242|100.0|34.72|69.23
31245|||50.0
31246|||39.31
31251|||50.0
31252|100.0|31.66|68.0
31257|100.0||
31261||50.0|100.0
31263||50.0|49.69
31264|100.0||
31270|100.0||
31272|86.67|33.33|92.83
31275|100.0||
31287|||100.0
31293|78.78|14.98|67.48
31313||50.0|50.0
31317|20.0||20.0
31319|||53.57
31323|100.0||
31333|100.0||
31334|12.09|32.82|99.32
31337|100.0||
31342|100.0|33.33|
31363||33.33|
31370|||50.0
31383|98.77|33.33|100.0
31391|88.89|60.53|68.47
31399||49.68|49.23
31400|99.73||31.53
31415|100.0||
31424|84.44||86.95
31449|100.0||
31451|100.0||
31459||50.0|50.0
31463|36.41|34.83|85.79
31472|50.0|50.0|87.84
31477|100.0||73.0
31479|99.38|20.0|42.12
31490|||100.0
31493|100.0||
31499|100.0||
31500|45.26|22.26|89.78
31507|100.0||
31510||30.14|69.96
31514||50.0|50.0
31525|||50.0
31529|92.0||98.21
31543|100.0||37.06
31554|100.0||46.91
31556|||100.0
31562|100.0||
31566|||50.0
31585|100.0|11.11|100.0
31595|100.0||
31617|75.5||42.35
31621|95.41|33.12|86.89
31631|100.0||50.0
31638|90.79||58.97
31661|100.0||
31662|||81.52
31667|100.0||
31672||50.0|50.0
31673|100.0|14.29|75.0
31680|100.0||
31692|100.0||
31699|100.0||
31708|||66.92
31726|100.0||37.86
31727|100.0||63.13
31732|66.84|24.43|92.78
31736|25.57||37.17
31742|||53.33
31743||50.0|50.0
31745|100.0||
31764||40.66|96.08
31775||7.55|92.28
31791|100.0||
31793||11.11|
31797|100.0||
31798|||67.0
31815|52.38|33.33|73.31
31834||33.33|100.0
31843|||54.17
31857||50.0|50.0
31863||3.33|65.69
31867||46.43|
31875|100.0||
31877|||50.0
31898|9.43|23.41|100.0
31921|100.0||
31922|100.0||
31939||50.0|50.0
31942|52.22||100.0
31967||45.83|
31972||56.43|97.65
31984||33.33|49.92
31985||36.55|
31989||39.78|20.0
31997|90.36||100.0
32019|100.0||
32029|100.0||100.0
32030|57.14||86.21
32035|63.34|35.62|79.47
32097|100.0|18.19|96.39
32098|27.45|1.09|99.92
32109|||100.0
32110|||100.0
32133||8.29|94.04
32163|||100.0
32167|25.18|5.56|90.88
32181|21.49|21.81|91.03
32212||16.67|100.0
32217|||77.27
32244|10.23|10.0|83.16
32249|100.0||
32261|0.67|17.46|100.0
32267|100.0||
32278||4.96|
32281|100.0|50.0|61.58
32298|||30.63
32307|96.08||
32323|||86.28
32329|100.0||50.0
32334|100.0||
32338|34.37|9.31|93.5
32346|100.0||
32354|27.41|36.83|79.04
32360|60.0||50.0
32361|||100.0
32374|||50.0
32409|100.0||
32421||30.34|86.0
32435||50.0|
32440||49.24|51.38
32448||39.14|65.3
32451|||100.0
32458|97.5|50.0|
32463|100.0||
32475||13.12|83.84
32477||41.47|51.06
32479|100.0||
32482|||50.0
32484||33.33|
32489||2.3|63.1
32505||17.82|22.5
32521|100.0||
32522|63.71|33.64|84.11
32539|100.0||
32550|50.0|33.33|100.0
32554||27.92|27.75
32577||34.35|76.55
32578|85.0||77.17
32590|8.82||100.0
32592|||62.44
32595|83.33|19.45|87.5
32604|60.0|50.0|100.0
32611||50.0|50.0
32613|||50.0
32629|71.76||50.0
32639||50.0|100.0
32651|100.0||
32653||30.81|96.08
32666|100.0||
32681|100.0||
32695||50.0|
32703|100.0|28.28|40.73
32708|31.56||100.0
32723||32.62|
32726||32.77|86.47
32727||31.82|98.08
32740||50.0|100.0
32748||30.26|74.97
32751|100.0||
32771|||60.13
32775|100.0||
32776|100.0||
32780|25.0||100.0
32782|||100.0
32787|1.79||91.61
32798||22.2|78.96
32808|100.0|20.0|
32869||25.0|
32875||50.0|100.0
32880|61.54|30.77|50.0
32889|||92.64
32899|||50.82
32913||50.0|20.18
32922||50.0|
32931|77.19|20.0|100.0
32932|100.0||
32934|7.45|2.45|100.0
32939||38.01|35.32
32940|50.0||100.0
32945|100.0||
32953|100.0||
32982|||96.71
32990||50.0|50.0
33000|62.5|52.56|100.0
33004|100.0||
33014|100.0||
33024||33.5|33.47
33028|||98.95
33029|100.0||
33031|100.0||
33044|89.13|50.0|98.41
33047|14.07||92.12
33059|||100.0
33069|100.0||
33070|100.0||50.0
33083||31.79|89.71
33086|||100.0
33089|||100.0
33125|100.0||
33132||9.2|61.4
33152||25.0|76.83
33154||47.62|100.0
33155|63.64|50.0|100.0
33171||18.39|100.0
33174||36.66|82.32
33182||12.22|100.0
33185|100.0|22.24|60.87
33186||50.0|
33189|100.0||
33211|45.65||65.39
33224|||50.0
33230|100.0||
33246|100.0||
33249|100.0||
33263|||100.0
33302|100.0||50.0
33309||47.25|100.0
33310|||50.0
33333|100.0|27.94|86.77
33353||8.16|95.11
33362|76.19|50.0|78.85
33363|3.23|6.79|24.52
33387||3.43|
33392|100.0||
33397||50.0|50.0
33398||25.0|
33412|100.0|50.0|50.0
33419|54.55|33.33|89.74
33436|||100.0
33438|3.93|2.9|100.0
33442|||100.0
33445|||50.0
33458|||61.33
33459|||100.0
33480|19.91|17.5|97.31
33481|100.0||
33483||23.44|
33489||4.43|96.45
33491|||99.17
33494|||100.0
33517|23.65|7.36|94.0
33522|66.77|48.2|100.0
33535|||100.0
33538|||52.22
33544|9.56|27.8|99.11
33549||20.45|95.05
33556||25.0|
33561|100.0||
33566||11.34|44.67
33576||15.7|29.6
33582||28.9|
33588||8.16|
33597|19.09|21.24|98.2
33606||50.0|50.0
33631|100.0||
33651|||100.0
33652||11.11|99.1
33653||20.0|
33657||1.59|
33661||8.33|
33662||8.33|
33666||11.82|
33667||6.67|95.2
33693|95.51||100.0
33694||33.33|67.0
33695|37.5||65.44
33724||34.44|52.85
33727|100.0||
33748||10.55|89.56
33760|||29.29
33763||20.86|87.27
33764||24.42|38.9
33765||50.0|50.0
33771|72.33|15.87|89.8
33788||36.8|61.69
33823|||67.0
33824|66.67|39.03|88.83
33842|100.0||
33843|||67.07
33845||53.03|100.0
33846|100.0||
33848|66.67|26.6|54.57
33854|100.0||
33856||33.33|100.0
33873|100.0||96.15
33874||33.33|33.0
33883||50.0|
33885||33.33|
33891||9.12|93.71
33901|100.0||
33905||14.29|
33915|42.75|19.37|89.48
33920|100.0||
33922||50.0|50.0
33923|100.0||
33924|100.0|11.11|89.0
33929|100.0||
33932|||100.0
33941||50.0|51.1
33943|100.0||
33965||28.17|96.71
33968|100.0||
33984|||44.76
33988|90.24||33.62
33999|100.0||
34006||50.0|50.0
34010|33.33|27.94|
34011||22.81|50.0
34012||33.33|55.17
34019|95.2||57.65
34049|||50.0
34056|100.0||53.92
34058||50.0|63.64
34066|100.0||
34080|100.0||
34081|54.56|33.33|100.0
34086||33.33|68.38
34087|66.1|38.3|97.14
34093|||46.56
34108||25.0|67.0
34119|||46.76
34123|100.0||
34139|||98.28
34145||50.0|50.0
34146||13.4|98.82
34154|100.0||
34164|97.43|1.52|100.0
34168||50.0|
34171|100.0|37.5|88.0
34173|100.0||
34177|100.0|50.0|73.53
34182|85.71||50.0
34187|100.0||
34191||50.0|50.0
34197||33.6|88.83
34202|100.0||
34219|100.0||
34224|45.49|10.52|89.02
34225|85.42||66.92
34233|99.38||75.0
34240|100.0||
34244||32.23|50.83
34245||50.0|100.0
34261|50.0||50.0
34263||50.0|
34277||50.0|
34279|100.0||
34282|100.0||
34288||50.0|61.88
34290|73.58||84.62
34304|||83.0
34305|98.04||65.63
34309|66.67|19.89|82.1
34318|100.0||
34343||19.36|63.25
34347||9.29|95.72
34372|87.07||45.82
34373||20.0|28.82
34385|100.0||
34387|||85.71
34393|100.0||50.0
34409|100.0||
34412|||87.5
34414|75.0||76.47
34422|100.0||100.0
34427|51.87|50.0|50.0
34428|100.0||72.22
34434|100.0||
34437|100.0||
34439|100.0||
34442|100.0||
34457|100.0||
34465|68.54|11.32|95.35
34471|||10.0
34497||50.0|100.0
34499|100.0||
34510|100.0||
34511||26.29|
34516|100.0||
34524|100.0||
34533|100.0||
34549|99.25|5.82|72.0
34553|52.01||100.0
34554|100.0||
34564|100.0||
34568|100.0||67.0
34574|100.0||
34580|100.0||
34587|65.62|21.83|51.69
34590|52.48|17.8|
34594|||50.0
34600|100.0||
34601|100.0||
34602|63.08|33.33|82.59
34612|100.0||
34628|100.0||
34641|87.96||71.74
34655|||88.54
34659|||78.57
34660|||100.0
34661||50.0|50.0
34663|100.0||
34665|||50.0
34681|52.78|28.47|82.5
34683|100.0||
34688|100.0||
34695|95.24|50.0|91.83
34702|||97.83
34714|72.45||98.15
34734||11.11|
34741|50.0||
34744|||100.0
34756|100.0||63.11
34758|100.0||
34759|100.0||
34762|18.57|20.68|72.16
34764||30.23|78.17
34766|89.13||85.78
34768|||97.46
34772|100.0||
34779|100.0||87.32
34785|100.0||
34790|100.0||
34816|100.0||50.0
34825|100.0||
34848|90.05|39.28|99.11
34854|92.86|50.0|77.08
34863|100.0||63.39
34867|100.0|50.0|60.0
34868|||32.12
34872|43.74|16.46|98.86
34875|20.0|20.0|
34878||34.22|41.5
34879||50.0|50.0
34892||33.33|54.0
34893||50.0|50.0
34895|100.0||
34907|15.08||99.87
34909||50.0|
34915|79.81||33.0
34919||41.26|60.63
34920|100.0||
34922|100.0||50.0
34924|||80.88
34927|25.11|9.71|100.0
34928|100.0||
34932|||50.0
34934|||58.45
34939|99.39|35.0|97.4
34942|100.0||
34944|100.0||
34946|100.0||
34953|100.0||74.54
34959|100.0||50.0
34960||25.09|35.1
34964|100.0||
34968|100.0||51.14
34971||23.57|98.64
34984|52.27|6.82|97.01
34993|100.0||100.0
35000|66.67|39.58|70.75
35003|||77.19
35007|100.0|33.33|91.67
35008|100.0|28.12|57.71
35012||50.0|100.0
35017|52.9|30.58|98.89
35028|||100.0
35032|8.33||71.28
35041||25.0|38.0
35044|100.0||
35046||50.0|65.85
35047|66.67|34.37|50.79
35048|97.48|20.14|99.38
35052|||81.82
35054||20.0|80.0
35063|100.0||
35064|53.21||81.56
35085||30.77|100.0
35096|100.0||
35104|39.47|23.05|89.79
35132|98.25|33.33|33.0
35133|24.0||89.09
35145|||66.67
35146|||100.0
35168|||50.0
35170|100.0||
35179|100.0||
35180|50.0||50.0
35189|92.86|33.33|
35196|100.0|28.33|100.0
35202|100.0|25.0|75.0
35204|98.88||100.0
35205||23.18|96.92
35213|||52.78
35223|100.0|50.0|75.0
35236||35.79|93.09
35244|100.0||100.0
35258|100.0||55.66
35260|85.71||50.0
35266|51.09|40.22|70.67
35277|26.01|16.67|98.18
35278||17.59|82.14
35280||22.64|57.67
35297|100.0|42.13|86.46
35311||50.0|58.51
35320|100.0||
35332|98.67||59.37
35334|100.0||
35339|||73.65
35346|100.0||59.4
35362|||50.0
35365|||50.0
35368|100.0||
35369||50.0|50.0
35370|98.67|10.96|83.34
35372|||100.0
35376|55.56||
35383||50.0|100.0
35393|90.28||68.48
35394|||33.0
35402|||100.0
35407|33.33||85.64
35415|86.9|29.63|33.03
35425||26.02|54.2
35426|100.0||
35432|71.79|19.7|78.0
35434|100.0||
35435||16.67|100.0
35444|100.0||
35445|100.0||
35467|100.0|50.0|51.76
35470|1.19|7.63|99.31
35475|100.0||
35487|10.42|7.62|100.0
35494|||53.0
35506|83.41|30.87|67.25
35507|100.0||
35508|100.0||
35526|100.0||
35527|100.0||
35537|||100.0
35548|100.0|33.33|54.42
35551|100.0||
35559|100.0||
35574||11.11|99.1
35579|100.0||
35592|97.92|43.16|75.0
35594|100.0||79.16
35600|||40.49
35613|100.0||
35614|100.0||
35617|100.0||
35619||13.99|88.74
35625||17.95|53.8
35661|76.96|11.52|90.9
35662|100.0|46.53|78.12
35665|100.0||
35673|||100.0
35676|100.0|40.0|64.94
35699||29.54|56.41
35701|100.0||
35704||33.33|
35706|100.0||
35709|100.0||
35710|87.27|10.85|87.75
35712|61.11|20.0|80.0
35717|||50.0
35731|100.0||
35733|88.46||58.33
35742|100.0||
35753|82.69|23.66|96.46
35758|||91.3
35761||18.51|52.38
35777|||85.12
35782|||100.0
35788|27.62|25.52|98.57
35790|100.0|26.39|
35793|||68.45
35805||50.0|50.0
35807|100.0|7.57|96.62
35810|100.0||50.0
35819||1.66|99.0
35826|||73.45
35829||39.52|100.0
35833|73.74|48.28|73.28
35838|100.0||
35843|||50.0
35847||31.23|75.32
35859|56.25|50.0|50.0
35866|||100.0
35873|||69.65
35889|100.0||
35908|16.67|37.06|77.78
35911|100.0||
35913|24.31|3.97|100.0
35916|||71.47
35935|100.0||
35962|100.0||
35985|100.0||60.42
35986|||64.0
35990|||40.0
35993|100.0||98.98
35994|87.16|1.18|100.0
36001|||75.0
36007|||39.9
36008|50.0||63.93
36012|100.0|50.0|
36024|||33.77
36030||50.0|50.0
36040|||100.0
36048||50.0|
36057||50.0|50.0
36083||16.67|
36086||14.01|96.18
36089|||97.34
36103|||56.28
36113|||20.0
36131|||100.0
36143|100.0||
36152|87.5|25.0|78.57
36167|100.0||100.0
36180|86.51||73.33
36198||30.72|83.7
36204||35.09|100.0
36218||33.33|67.0
36221|30.48|28.3|100.0
36222|50.0||52.94
36223|100.0||
36225|||50.0
36231||15.95|
36232|||100.0
36236|4.61|4.4|100.0
36247|||100.0
36252||50.0|100.0
36262|||100.0
36263||11.11|
36268|100.0|50.0|
36271|31.08||98.42
36273||61.29|75.0
36291|100.0||
36295||18.63|56.85
36318|100.0||
36324|||52.78
36329|70.37||58.44
36351|80.03|1.46|100.0
36369||16.67|59.37
36374|100.0||
36384|100.0|20.0|100.0
36407|||50.0
36408|7.99||98.58
36421|||100.0
36436|50.0||44.21
36444|12.13|21.62|100.0
36446||41.05|57.95
36454|||100.0
36459|98.08|41.79|56.31
36472|||50.0
36473||50.0|
36483|48.7|41.66|97.48
36490||50.0|100.0
36492|43.9|7.52|96.39
36511|||64.71
36522||6.67|100.0
36545|100.0||
36584||33.33|54.0
36601|100.0||
36610||27.27|100.0
36616|100.0||49.44
36617|100.0||83.92
36618|100.0||80.81
36619|100.0||83.71
36620|100.0||84.41
36621|100.0||91.06
36622|100.0||68.41
36623|100.0||75.52
36624|100.0||80.83
36625|100.0||40.83
36626|100.0||87.07
36627|100.0||66.43
36628|100.0||84.82
36629|100.0||70.81
36630|100.0||86.56
36631|100.0||82.97
36632|100.0||81.31
36646||32.44|
36647||35.62|
36666|71.62||52.36
36667|25.0|25.0|100.0
36671||50.0|50.0
36678|||55.94
36683|75.0|47.52|65.79
36692|||100.0
36710|||100.0
36711||24.57|
36731||50.0|50.68
36733||5.88|
36791|||33.0
36813||1.77|96.0
36815|||100.0
36821|100.0||
36828|||58.33
36829|||68.09
36856|66.67|38.71|83.28
36868|||71.07
36873|62.5||74.22
36891||10.52|45.78
36909||50.0|50.0
36910|100.0||
36912||19.18|
36914|98.26|10.04|94.23
36915|100.0||
36916|84.06|29.43|44.69
36924|53.41|9.21|63.5
36925||19.9|84.87
36926|100.0||
36935||19.45|
36937||50.0|
36947||38.32|57.5
36951|100.0||100.0
36955||50.0|100.0
36958|100.0||
36959|100.0||
36974||22.14|
36992|34.84|4.88|95.83
36994|||79.59
37002||20.62|84.03
37018||26.59|91.71
37027|52.94||84.85
37045|100.0||
37053||50.0|
37054|100.0||
37061||15.74|
37063|100.0|20.0|
37069|100.0||
37088||14.35|76.0
37098||50.0|
37100||23.64|73.01
37105|50.0|28.91|82.35
37110||33.33|33.0
37113||33.33|
37119||25.72|88.11
37125|||50.0
37133|100.0||
37143|100.0||
37148||25.93|73.4
37153|43.71||58.01
37154|100.0||
37172||33.33|67.0
37179|100.0||
37182||48.48|
37187||48.48|83.89
37197||24.18|52.59
37199|100.0||
37204||50.0|50.0
37213|100.0||
37215||27.45|
37235|50.0||50.0
37236|78.08|30.47|82.03
37239|46.75|20.7|84.87
37254|86.45|20.0|66.91
37266|100.0||
37271||16.97|74.75
37273|100.0|37.5|83.5
37276|100.0||
37277||50.0|100.0
37282|25.0|12.21|93.1
37284|100.0||
37286|||100.0
37288|||59.38
37292||20.0|
37294||33.33|
37302|100.0||
37304||50.0|50.0
37305|100.0||
37308||50.0|50.0
37309||37.5|64.12
37314|100.0|19.77|96.62
37315|86.79|23.15|82.5
37323|100.0||
37329||50.0|
37332||50.0|
37333|55.95||59.72
37334|53.33|33.33|
37345||50.0|
37349|85.68|47.08|95.45
37353|100.0||80.0
37356||25.0|47.44
37363|100.0||
37395|100.0||
37419|||50.0
37422|||62.5
37424||47.5|
37451||16.96|82.5
37457||16.82|76.65
37468|50.0||90.86
37473|100.0|41.67|
37474|||50.0
37482|12.5||100.0
37492||46.41|96.67
37497|100.0||
37515|100.0||
37517|100.0||
37519|100.0||
37520|47.41|35.18|60.15
37521|100.0||
37540|||100.0
37542|33.33|33.33|97.51
37558||44.59|
37560|61.33||72.15
37564|89.58|5.89|95.22
37575|100.0||
37582||50.0|98.75
37599|||70.77
37611|86.11|21.91|
37613||47.92|74.4
37629||50.0|
37640|100.0||
37642|100.0||
37649||50.0|62.5
37662|41.04|11.77|96.74
37674|||98.8
37678|100.0||
37680|100.0|18.37|81.71
37682||36.57|
37684||39.68|90.28
37692|||100.0
37693|0.32|12.09|100.0
37705||28.98|91.67
37708|100.0||100.0
37714||29.06|89.43
37721|100.0|9.54|85.56
37724|100.0||
37727||5.88|94.0
37738||21.43|68.88
37900||10.89|98.11
37904|100.0||
37908|100.0||
37932|86.39||64.47
37933|23.12|20.0|
37936||50.0|100.0
37944||11.11|100.0
37963|65.49|32.66|98.51
37972|||100.0
37984|100.0||
37989||36.22|50.0
37996|100.0||
38001|77.78|11.06|83.28
38005||23.27|
38008|14.64|26.34|100.0
38016||29.58|81.69
38019||2.53|
38022|95.88|28.48|54.44
38023||25.0|100.0
38026|64.29||39.13
38031|100.0|11.11|100.0
38038|100.0||
38040|83.34||72.43
38041||20.84|98.44
38044||19.43|96.3
38047||11.39|100.0
38064|||99.56
38073|100.0||
38074|79.58|43.0|57.43
38077|6.97|6.57|94.11
38082|84.17|34.64|96.79
38091|100.0||
38136||11.42|100.0
38146||50.0|98.53
38148||12.77|79.83
38149||20.24|100.0
38150|31.31||70.66
38154|100.0||100.0
38156|94.24|13.89|55.52
38165||6.84|34.5
38173|35.33||91.89
38176|||83.08
38182||41.42|97.5
38191|||100.0
38193|90.91||50.0
38195|43.23|27.71|87.47
38197||11.29|51.38
38199||33.33|
38201|100.0||
38203|39.06|6.67|100.0
38220||20.0|94.32
38221|100.0||
38226|100.0||
38228|100.0||
38229|100.0||
38230|30.22|11.88|100.0
38235|86.66|27.57|88.98
38238|100.0||
38247||35.41|96.67
38248||19.57|85.52
38254|81.48||92.86
38255|||100.0
38258|100.0|39.83|64.45
38264|100.0|26.33|
38266|13.98|1.21|99.41
38272||21.67|
38281||25.67|100.0
38283||5.3|
38285||47.92|97.92
38293|27.85|27.06|79.95
38299|100.0||
38308|||90.0
38320|43.42|37.74|82.73
38322|4.3|8.02|90.31
38332|71.9||55.67
38333||50.0|
38345|23.07||93.85
38355|100.0|49.35|55.67
38365|32.75|19.5|98.78
38437|100.0||
38442|92.59|37.5|59.71
38444||50.0|
38450||50.0|75.76
38456|||33.96
38457||19.59|60.24
38462|100.0||
38470||29.28|100.0
38481|33.33|36.66|33.0
38493|97.37|50.0|53.57
38496|40.91|14.19|90.38
38500|99.38||97.22
38505|66.67|25.86|100.0
38506|72.22|12.63|100.0
38511||29.14|45.0
38515|100.0|25.84|50.0
38517||33.33|86.8
38525|||50.0
38526|12.17|21.35|88.0
38527|100.0|22.78|96.15
38529|100.0|50.0|87.5
38532|100.0||
38536||41.95|84.13
38551|32.22|32.22|41.93
38562|6.67||100.0
38565|40.46|39.66|49.53
38566||32.4|100.0
38567|100.0||
38574|100.0||
38587||25.0|100.0
38590|100.0||
38600||25.0|
38614|95.1|10.59|95.19
38621|||66.67
38622|||87.61
38626|33.33|33.33|100.0
38629|100.0||
38631|100.0|9.13|54.08
38634||50.0|50.0
38636||23.78|92.9
38639|20.0|34.89|83.75
38712||47.95|50.0
38716||33.33|51.59
38719|16.67|13.45|97.9
38726|16.11|23.01|96.14
38731||25.26|11.64
38740|100.0|20.24|73.44
38742|100.0|36.66|
38744|50.0|11.11|100.0
38750|||100.0
38753|24.11|23.61|69.58
38758|94.67|10.17|51.53
38759||20.0|50.54
38760||21.44|
38767|100.0||
38768||50.0|
38778|100.0|43.06|50.0
38794|100.0||
38796|100.0||
38809|12.01|13.62|83.72
38819|33.35||
38826|100.0||
38830|100.0||
38841||2.68|
38858|100.0|38.23|
38861||33.33|60.73
38880|87.35|9.77|95.38
38883||19.23|62.48
38895||7.13|71.1
38910|50.0||
38915|100.0||84.09
38917|100.0||
38927|100.0||
38930|20.0|29.58|61.31
38938|100.0||
38946|||99.11
38955|100.0|24.8|36.0
38965|||55.0
38987|100.0||
38990|98.15||
38999|20.17||
39010|75.0|16.87|87.44
39015|30.21|30.78|
39018||50.0|50.0
39020||20.0|73.53
39028||33.33|
39029||27.78|55.69
39040||50.0|50.0
39058|||50.0
39063|50.0||92.37
39083|47.47|18.77|100.0
