asn|aspp_average|moreSpecific_average|selective_average
394903|100.0||
394909|56.25||50.0
394915||33.33|
394923|100.0|50.0|
394941|||100.0
394956||33.59|95.81
394959|66.67|47.92|52.43
394968|100.0||
394972|100.0||
394976|||100.0
394977|20.83|4.61|100.0
394989||64.72|
394991|100.0||
394999|100.0||
395003|||100.0
395020|||90.0
395031|100.0||
395033|||58.33
395035||28.64|
395044|||50.0
395077||42.86|33.0
395089||21.97|91.0
395092|||100.0
395100|||50.0
395152|||50.0
395172|50.0|50.0|54.11
395174||14.26|68.33
395176||55.56|69.5
395182|100.0||
395266|31.58||100.0
395309|||100.0
395322|66.67||50.0
395332||18.18|94.77
395336|100.0||
395337|100.0||
395348|48.81|35.37|63.6
395354|28.12|20.57|93.61
395359|||95.44
395360|66.67||75.0
395363|29.17||68.35
395373||31.94|100.0
395378||32.36|62.67
395394||29.16|100.0
395400|100.0||
395401||40.2|100.0
395403|8.62||100.0
395431|100.0||
395434|100.0||
395460|22.59|22.81|77.7
395466|||52.27
395468|100.0||
395494|||50.0
395500|||100.0
395502|||76.4
395506|||100.0
395515|||80.0
395518|||100.0
395555|100.0|13.01|88.09
395561||24.73|
395568|33.33|33.33|100.0
395570|100.0||
395580||33.33|
395588||14.29|
395592|56.48||73.91
395605||32.31|75.0
395606|100.0||
395611||33.33|67.0
395622|100.0||
395631||33.33|71.0
395639|100.0||
395642|100.0||
395651|||50.0
395658||17.75|84.4
395676|100.0||
395680|100.0||
395688|100.0||
395700|100.0|48.61|
395730|||100.0
395731|50.0||75.0
395732||36.95|88.11
395746|100.0||
395747|6.19||91.04
395748|||81.28
395822|||67.0
395823||35.25|78.42
395831|24.85|18.1|97.98
395837|||100.0
395839|||36.5
395841||49.46|51.21
395846|33.33||55.32
395851|||100.0
395853|||50.0
395880|||54.55
395886|||38.0
395899|100.0||
395915||50.0|
395927|100.0||
395938||36.27|100.0
395954||33.33|69.08
395970|66.67|16.44|72.74
395973|18.73||95.0
395978||35.41|100.0
396026|100.0||100.0
396031|100.0||50.0
396040|100.0||
396049||21.43|
396055||50.0|
396056|100.0||
396073|62.74||89.62
396075||38.06|67.82
396076|||99.75
396088|100.0||
396093|100.0||
396097|||69.06
396109||49.4|100.0
396142|100.0||
396158|||50.0
396190|||67.0
396192||12.31|88.0
396231|100.0||
396238||50.0|
396253|13.87||99.2
396288|100.0||
396298|25.0|31.4|85.26
396300||33.33|56.68
396303|||100.0
396313|||100.0
396320||50.0|100.0
396356|32.2|12.31|100.0
396357||20.35|
396362|||45.15
396367|82.33|25.16|66.13
396388|89.58|36.66|63.6
396417|||100.0
396420||50.0|100.0
396422|57.6|50.0|77.39
396426|100.0||
396431|50.0||50.0
396463|||100.0
396469||38.42|
396480|100.0|50.0|50.0
396502|98.89||100.0
396503|12.25|25.08|87.87
396504||50.0|
396507|49.42|27.28|91.43
396540|100.0||
396542|100.0||
396543|100.0||
396544|100.0||
396545|100.0||
396546|100.0||
396547|100.0||
396548|100.0||
396549|100.0||
396550|100.0||
396551|92.99||
396552|75.0||
396553|100.0||
396554|100.0||
396555|100.0||
396556|100.0||
396557|100.0||
396558|100.0||
396559|100.0||
396560|96.66||
396561|83.33||
396563|95.61||
396564|100.0||
396565|50.0||
396566|100.0||
396567|100.0||
396568|100.0||
396570|100.0||
396571|83.44||
396574|100.0||
396576|100.0||
396577|100.0||
396579|100.0||
396583|100.0||
396587|100.0||
396595|100.0||
396599|100.0||
396600|100.0||
396602|100.0||
396608|100.0||
396611|100.0||
396615|100.0||
396617|100.0||
396619|100.0||
396620|100.0||
396625|100.0||
396653|100.0||
396654|100.0||
396659|100.0||
396666|100.0||
396681|100.0||
396682|100.0||
396690|100.0||
396701|100.0||
396726|100.0||
396735|100.0||
396739|100.0||
396746|100.0||
396747|100.0||
396826|100.0||
396842|100.0||
396855||33.33|
396871|||83.33
396874|||100.0
396912|100.0||
396917|100.0||
396919|33.33|19.5|80.75
396921||31.72|45.97
396922|||100.0
396955|94.06||23.53
396961|95.29||27.83
396965||22.78|97.22
396982||1.1|98.5
396986|||100.0
396998||5.74|92.69
397019||50.0|
397026|66.67|33.33|69.74
397031|50.0||55.05
397041||50.0|47.38
397045|100.0||
397046||16.55|66.12
397068||24.38|
397081||37.5|
397097||33.33|
397111|||100.0
397131|76.67|30.93|81.67
397134|89.58|15.78|99.22
397142|52.12|12.42|91.88
397143|100.0||
397144||50.0|
397162|100.0||
397165||1.7|33.0
397192|33.33||45.45
397193|100.0||
397194|100.0||
397195|100.0||
397196|100.0||
397197|100.0||
397198|100.0||
397199|100.0||
397200|100.0||
397201|100.0||
397202|95.83||
397203|100.0||
397204|100.0||
397205|50.0||
397206|100.0||
397208|95.0||
397209|100.0||
397212|100.0||
397213|||97.0
397215|||100.0
397219|||100.0
397220|||100.0
397221|100.0||
397224|||100.0
397231|||100.0
397233|||100.0
397234|||100.0
397237|||100.0
397238|||100.0
397239|||100.0
397244||20.25|100.0
397263|95.0||100.0
397270|19.67|16.67|90.93
397277|||100.0
397300|||100.0
397303|6.67|20.42|100.0
397312|100.0||
397321|100.0||
397324|||50.0
397332|100.0||
397335|100.0||
397349|||100.0
397373|18.44||99.19
397375|66.67|50.0|
397376|100.0||
397384|||50.0
397415|||100.0
397423|36.89||92.74
397427|100.0||50.0
397444|15.48||87.49
397449||50.0|100.0
397460||49.33|50.0
397463||50.0|
397488|100.0||
397494||36.68|83.56
397497|||50.0
397540|100.0||
397553||5.88|94.0
397589|100.0||
397592|100.0||50.0
397601|||100.0
397635||50.0|50.0
397646||33.33|
397651|||50.0
397666|||100.0
397672|40.18|20.0|
397677|100.0||
397687|100.0||
397695||33.33|
397720|87.5||40.56
397726|60.0||80.77
397735|||97.48
397736|100.0||
397774|100.0||
397781|100.0||50.0
397787|96.34||50.0
397790|100.0||
397795|48.99|37.03|92.86
397797|100.0|50.0|
397824|||100.0
397825||50.0|
397849|||37.9
397869|100.0||
397881|53.06|4.87|99.26
397894|||50.0
397913||33.33|100.0
397925||50.0|
397942||17.76|100.0
397952||32.29|85.83
397994|||100.0
398013||20.0|100.0
398020||50.0|
398041|100.0|35.38|
398045|97.06|50.0|97.62
398057|53.33|33.33|100.0
398065|||50.0
398088||50.0|92.86
398107|||50.0
398113||45.24|64.29
398119|||100.0
398123|33.33|33.33|65.08
398196||50.0|
398197||14.29|
398216|100.0||
398223|58.79||100.0
398312||50.0|
398324|||100.0
398325|||100.0
398326|58.33|33.33|50.0
398328|96.05|50.0|100.0
398343|||100.0
398351|||100.0
398355|95.64||60.33
398369|||100.0
398378|49.17|33.33|100.0
398395|||78.78
398419|100.0||
398446||33.33|33.0
398447|100.0|18.28|98.57
398461||37.07|
398464|||100.0
398465||22.33|100.0
398471||50.0|100.0
398479||50.0|100.0
398481|29.13||95.6
398485||31.25|
398488|33.33|35.41|
398491|||98.14
398493|||23.96
398499|100.0||
398537||50.0|100.0
398549|16.96|4.27|100.0
398559|71.06|7.87|100.0
398564||50.0|100.0
398565|26.12|19.47|100.0
398573||50.0|100.0
398578||50.0|100.0
398643||50.0|100.0
398646|100.0|25.56|50.0
398655||50.0|100.0
398663||50.0|100.0
398704|78.63|16.67|76.68
398705|||100.0
398710|||81.31
398713|100.0||
398722|||100.0
398733|50.0||
398736|||50.0
398741||50.0|100.0
398765|100.0||
398774||50.0|100.0
398795||26.46|85.5
398813||50.0|100.0
398826|||50.0
398837||34.31|
398850||50.0|100.0
398875|76.02|44.71|16.71
398883||50.0|50.0
398894|100.0||
398898|100.0||67.0
398946|98.68||66.67
398951|||87.5
398960|||67.0
398962|8.23|1.65|99.97
398984||50.0|50.0
398987|100.0||
398989|||50.0
398997||50.0|
399007|100.0||
399016|100.0|50.0|50.0
399045||23.75|76.0
399049||50.0|75.0
399065||43.33|67.0
399077|10.0|21.04|100.0
399078|92.59|50.0|48.11
399081|100.0||
399086|62.5||95.83
399100|100.0||
399104|90.48|50.0|57.81
399116||50.0|
399122|||100.0
399135|||67.0
399141|||100.0
399143|52.78|5.31|99.44
399158||50.0|
399159||50.0|
399160||50.0|
399161||50.0|
399167||50.0|
399168||50.0|
399196|||97.82
399200||12.55|
399201|38.33||54.89
399214|33.33||67.0
399215|100.0||
399233||50.0|88.89
399244|83.33||
399252|50.0||100.0
399273|100.0||
399274||50.0|
399275|||100.0
399285||33.33|
399306|100.0||
399318|76.67||55.5
399331|98.21|50.0|100.0
399334|33.33||100.0
399341|100.0||
399347|100.0||
399440|100.0|50.0|
399466||40.28|
399486|100.0||100.0
399503|||20.0
399516|||100.0
399519||50.0|
399521||33.33|37.5
399542||50.0|50.0
399568||50.0|
399571||33.33|
399575|100.0|20.0|
399580|36.4|20.49|91.1
399581||41.66|
399587|100.0||74.75
399588|66.67||100.0
399599|20.54||
399606|||100.0
399612|50.0||
399619|100.0||
399646|||50.0
399663|57.14||85.0
399668|100.0||100.0
399672|||89.24
399693||16.67|
399724||50.0|
399726|100.0|33.33|
399728|||89.34
399730|100.0||
399731|100.0||
399747|||81.0
399748|100.0||
399760|30.9|20.0|60.52
399772|100.0||
399791|50.0||50.0
399794||33.33|
399804|||100.0
399808|100.0||
399809|100.0||
399818|100.0||
399820|50.0||100.0
399821||50.0|50.0
399840|||100.0
399857||50.0|
399866||35.0|94.44
399868|||100.0
399879||48.81|
399888||25.95|100.0
399898|39.29|20.75|81.05
399899|100.0||
399914|||100.0
399924|||100.0
399951|50.0|50.0|100.0
399970||8.43|
399975|73.59|6.64|94.12
399976|2.27|11.59|100.0
399980||50.0|
399989|74.8|0.89|8.0
400005||7.41|100.0
400011||50.0|50.0
400013|||100.0
400030|100.0||
400087|100.0||
400097|||100.0
400113|100.0||
400115|100.0||
400120||50.0|100.0
400146||50.0|50.0
400164|100.0||
400177|100.0|1.46|
400179|||50.0
400190||20.0|96.43
400212|||50.0
400215||50.0|
400228||20.0|100.0
400232|50.0||
400245|33.33||
400260||50.0|100.0
400274|98.33||50.0
400282|100.0||
400283|100.0|50.0|50.0
400289|100.0|50.0|50.0
400302|100.0||17.0
400304|74.84|30.51|93.64
400339|||63.11
400354||2.33|
400365|45.84||100.0
400387|100.0||
400402||33.33|100.0
400405|100.0|20.0|
400427|100.0||
400429|||100.0
400442||44.05|62.5
400443|50.0||75.0
400496|100.0||
400503||50.0|100.0
400519|3.85|26.77|
400522|100.0|6.92|100.0
400541|100.0||
400542||20.84|94.33
400546|||100.0
400550|||98.46
400554|||100.0
400567|||89.72
400583|100.0|50.0|
400587||13.4|44.75
400597|||54.17
400618||25.0|58.33
400671|||81.6
400679|100.0||
400686||16.67|
400696|||100.0
400706||17.34|
400719|||36.4
400731|100.0||
400734|85.71|25.0|91.67
400764|100.0||
400769||40.0|
400790|||100.0
400818|100.0|33.33|55.1
400842|100.0||
400861||33.33|100.0
400967||29.16|100.0
400989||3.45|100.0
401009|100.0|50.0|50.0
401027|100.0||
401106||33.33|100.0
25180496|100.0||
10021|89.29||
10024|100.0||
10084|45.58||
10098|50.0||
101|75.0||
10103|25.0||
10143|37.5||
10201|50.0||
10212|100.0||
10214|100.0||
10310|69.78||
10320|100.0||
10326|33.33||
10439|50.0||
10480|100.0||
10566|100.0||
10578|36.73||
10753|6.0||
10801|42.86||
10886|24.29||
10912|100.0||
10913|100.0||
11039|100.0||
11042|75.0||
11090|100.0||
11097|16.67||
11114|100.0||
11170|75.0||
11240|17.31||
11250|100.0||
11284|33.33||
1132|100.0||
11328|100.0||
11338|50.0||
1136|58.72||
11396|50.0||
1140|100.0||
11403|85.71||
11414|100.0||
11419|33.33||
11430|100.0||
11432|32.65||
11556|100.0||
11647|64.29||
11664|75.0||
11696|100.0||
11706|50.0||
11776|33.33||
11815|100.0||
11830|70.15||
11835|100.0||
11844|5.88||
11853|100.0||
11854|100.0||
11855|100.0||
11904|100.0||
11985|25.0||
12008|3.59||
12041|99.68||
1213|100.0||
12150|100.0||
12179|100.0||
12180|100.0||
12181|100.0||
12182|100.0||
12222|98.58||
1224|100.0||
12252|1.66||
12259|66.67||
12303|50.0||
12316|100.0||
12322|67.83||
12337|17.35||
12344|100.0||
12355|15.56||
12360|100.0||
1237|100.0||
12374|50.0||
12414|78.57||
12430|100.0||
12437|100.0||
12455|100.0||
12496|100.0||
12509|100.0||
12510|100.0||
1257|18.44||
12570|25.0||
12579|100.0||
12581|100.0||
12611|100.0||
12620|100.0||
12638|100.0||
12643|100.0||
12657|70.0||
12658|100.0||
12676|40.0||
127|66.67||
12732|33.93||
12735|90.24||
12750|100.0||
12775|100.0||
12776|100.0||
12779|100.0||
12782|100.0||
12807|50.0||
12831|25.0||
12849|100.0||
12853|100.0||
12859|5.88||
12874|33.33||
12876|85.71||
12902|100.0||
12905|100.0||
12915|100.0||
12926|100.0||
12942|100.0||
12945|100.0||
12956|75.0||
12963|100.0||
12996|44.56||
13004|100.0||
13012|100.0||
13030|4.79||
13037|100.0||
13046|100.0||
13054|100.0||
13092|100.0||
131|100.0||
13101|100.0||
131090|50.0||
131091|100.0||
131124|100.0||
131159|100.0||
13119|100.0||
131270|100.0||
131283|33.33||
131373|100.0||
131429|52.36||
131447|100.0||
131477|14.29||
13156|100.0||
131588|50.0||
131605|100.0||
131626|100.0||
131675|12.5||
13169|100.0||
131735|100.0||
131755|100.0||
13188|27.52||
13189|100.0||
131895|100.0||
13194|100.0||
131957|100.0||
132020|100.0||
132040|10.53||
132061|100.0||
13213|14.29||
132138|100.0||
132169|100.0||
13226|100.0||
132280|100.0||
132298|100.0||
132304|100.0||
132347|100.0||
132370|50.0||
13238|30.99||
132519|100.0||
132524|100.0||
132557|50.0||
132618|100.0||
132679|100.0||
132680|100.0||
132688|100.0||
132701|90.0||
132717|29.76||
132730|100.0||
132772|100.0||
13285|100.0||
132873|57.14||
132879|100.0||
13289|100.0||
132894|100.0||
132895|100.0||
133072|53.12||
133075|100.0||
133187|100.0||
13319|100.0||
133234|100.0||
133245|100.0||
133296|39.49||
13331|13.33||
133334|33.33||
13335|15.26||
133387|100.0||
133465|100.0||
133466|100.0||
133530|19.33||
133613|100.0||
133616|100.0||
133752|100.0||
133798|100.0||
133846|9.3||
133882|100.0||
133904|50.0||
133929|71.43||
133969|100.0||
134056|75.0||
134090|100.0||
134098|50.0||
134119|100.0||
13414|100.0||
134204|100.0||
134232|100.0||
13427|100.0||
134281|100.0||
134340|100.0||
134358|100.0||
134384|100.0||
134386|100.0||
134389|66.67||
13443|10.02||
134437|25.0||
13445|63.03||
134451|75.0||
13448|56.67||
134521|44.76||
134555|100.0||
134602|100.0||
134666|33.33||
134697|83.33||
134743|50.0||
13476|100.0||
13489|6.25||
134986|50.0||
135063|100.0||
135069|100.0||
135130|66.67||
13535|100.0||
135352|100.0||
135356|100.0||
135425|73.34||
13543|100.0||
135584|50.0||
135732|100.0||
135817|44.44||
136009|100.0||
136014|100.0||
136019|83.33||
136026|100.0||
136079|62.5||
136088|100.0||
136224|30.0||
136262|100.0||
136308|100.0||
136324|100.0||
136334|100.0||
136429|100.0||
13647|40.0||
136493|100.0||
136514|100.0||
136531|5.56||
136557|54.11||
136559|60.48||
136601|87.5||
136620|4.76||
136624|100.0||
136639|100.0||
136720|100.0||
136786|50.0||
13679|100.0||
136795|100.0||
136797|100.0||
136975|100.0||
136994|25.0||
137|100.0||
137060|100.0||
137176|100.0||
137256|100.0||
13737|100.0||
137385|100.0||
137449|100.0||
137473|100.0||
137491|20.0||
137498|95.0||
137515|100.0||
137549|7.14||
137670|100.0||
137707|100.0||
137816|100.0||
137823|100.0||
13789|100.0||
138006|100.0||
138112|100.0||
138181|33.33||
138192|100.0||
138225|100.0||
138270|100.0||
138398|20.0||
138505|5.88||
138603|100.0||
138616|100.0||
13893|50.0||
13895|100.0||
138973|100.0||
139070|100.0||
139073|58.82||
13916|100.0||
139242|100.0||
139299|27.27||
139301|100.0||
139317|33.33||
139331|100.0||
139611|100.0||
139677|100.0||
139742|28.57||
139909|100.0||
139949|100.0||
13995|100.0||
13999|26.04||
14|100.0||
14031|100.0||
14037|75.0||
14041|59.52||
14043|9.09||
14061|56.67||
14080|41.09||
14145|100.0||
14153|35.01||
14187|50.0||
14203|33.33||
14209|100.0||
14210|4.55||
14282|33.33||
14299|100.0||
14325|100.0||
14340|98.46||
14361|49.26||
14381|25.0||
14382|100.0||
14492|33.33||
14513|100.0||
14586|100.0||
14589|100.0||
14742|100.0||
14744|100.0||
14745|100.0||
14754|75.0||
14844|100.0||
14868|46.66||
14877|71.43||
15009|100.0||
15022|33.33||
15088|50.0||
15128|10.0||
15133|6.12||
15135|17.31||
15147|20.0||
15164|20.0||
15176|100.0||
15224|29.14||
15248|67.86||
15296|50.0||
15321|100.0||
15368|20.0||
15372|100.0||
15404|20.51||
15440|100.0||
15450|100.0||
15493|75.0||
15498|100.0||
15525|80.95||
15542|100.0||
15557|100.0||
15570|100.0||
15598|16.67||
15599|100.0||
156|100.0||
15692|100.0||
15695|4.64||
15698|100.0||
15703|95.0||
15725|100.0||
15744|100.0||
15776|100.0||
15796|100.0||
15800|100.0||
15808|100.0||
15814|100.0||
15817|100.0||
15826|100.0||
15835|100.0||
15836|100.0||
15879|100.0||
15930|100.0||
15943|100.0||
15960|100.0||
15964|11.39||
15967|100.0||
15987|49.76||
160|85.71||
16001|100.0||
16024|100.0||
16028|25.0||
16058|100.0||
16074|57.14||
16082|50.0||
16116|76.62||
16154|92.86||
16175|85.71||
16202|48.0||
16205|100.0||
16236|100.0||
16243|71.43||
16246|100.0||
16247|25.0||
16273|100.0||
16283|100.0||
16347|64.7||
16354|100.0||
16397|33.33||
16413|100.0||
16430|100.0||
16509|4.1||
16539|80.0||
16552|11.11||
16657|100.0||
16668|100.0||
16686|16.67||
16692|50.0||
16696|40.0||
16724|64.29||
16787|59.1||
16796|100.0||
16814|97.62||
16816|100.0||
16843|100.0||
16851|100.0||
16925|100.0||
16970|50.0||
17017|100.0||
17025|35.71||
17069|100.0||
17072|84.1||
17184|13.33||
17210|20.51||
17324|83.67||
1734|100.0||
17394|60.0||
174|75.82||
17416|100.0||
1742|100.0||
17426|17.14||
17434|50.0||
17439|20.0||
17447|29.93||
17451|99.42||
17457|100.0||
17479|100.0||
17488|6.25||
17492|100.0||
17501|100.0||
17511|100.0||
17530|100.0||
17534|100.0||
17537|100.0||
17551|100.0||
17552|10.72||
17623|7.44||
17660|50.0||
17673|100.0||
17683|100.0||
17701|100.0||
17726|100.0||
17762|56.25||
17766|22.22||
17771|100.0||
17803|33.33||
17813|50.0||
17884|50.0||
17929|100.0||
17931|100.0||
17932|100.0||
17940|100.0||
17944|100.0||
17962|100.0||
1798|100.0||
18000|100.0||
18004|100.0||
18013|100.0||
18074|100.0||
18081|100.0||
18126|50.0||
18149|100.0||
1820|75.0||
18209|91.38||
18225|85.71||
18259|32.38||
18353|100.0||
18368|100.0||
18400|66.67||
18403|34.2||
18450|25.0||
18472|100.0||
1851|100.0||
1853|59.52||
18530|100.0||
18541|100.0||
18563|100.0||
18672|50.0||
18680|42.18||
18703|17.72||
18717|100.0||
18747|24.64||
18779|55.96||
18809|72.65||
18881|27.36||
18888|16.43||
18995|100.0||
19|100.0||
19009|100.0||
19016|100.0||
19024|100.0||
19037|14.29||
19073|100.0||
19108|16.67||
19117|100.0||
1921|46.01||
19210|66.67||
19318|22.6||
19324|20.0||
19332|81.9||
19429|6.25||
195|100.0||
19537|100.0||
19551|13.65||
19603|100.0||
19604|100.0||
19621|100.0||
19653|100.0||
196645|100.0||
196714|100.0||
196763|50.0||
196782|100.0||
196819|100.0||
196883|100.0||
19690|100.0||
196927|100.0||
19693|50.0||
196957|100.0||
196960|100.0||
197029|100.0||
197075|100.0||
197083|100.0||
197099|100.0||
197155|100.0||
197161|100.0||
197212|100.0||
19726|50.0||
197277|100.0||
197395|100.0||
19740|100.0||
197403|100.0||
197422|33.33||
197451|50.0||
197467|83.33||
19747|88.89||
197481|100.0||
197495|50.0||
197521|100.0||
197540|33.33||
197558|100.0||
197574|100.0||
197581|100.0||
197588|75.0||
197648|50.0||
197669|100.0||
197690|100.0||
197692|100.0||
197695|55.0||
197726|100.0||
197798|100.0||
197898|100.0||
197902|100.0||
197943|100.0||
197981|100.0||
198089|66.67||
198127|33.33||
198141|100.0||
198161|100.0||
198171|100.0||
198235|100.0||
198247|100.0||
198279|100.0||
198298|100.0||
19833|60.71||
198333|100.0||
198337|100.0||
19834|100.0||
198362|100.0||
198382|100.0||
198403|100.0||
198412|66.67||
198450|100.0||
198455|100.0||
198463|90.48||
198476|100.0||
198484|100.0||
198494|100.0||
198507|39.46||
198508|100.0||
198538|100.0||
198545|100.0||
198595|100.0||
19863|100.0||
198650|100.0||
198682|100.0||
198738|100.0||
198761|100.0||
198813|100.0||
19889|100.0||
198967|100.0||
198985|100.0||
198992|100.0||
199055|100.0||
199135|100.0||
199155|100.0||
199249|100.0||
199269|100.0||
199283|100.0||
199284|90.48||
199295|50.0||
199318|100.0||
199324|100.0||
199349|100.0||
199350|100.0||
199385|33.33||
199405|100.0||
199410|100.0||
199422|33.33||
199462|64.29||
199524|10.89||
199551|100.0||
199567|100.0||
199568|100.0||
199612|100.0||
199629|100.0||
199661|100.0||
199672|100.0||
199714|100.0||
199753|100.0||
199791|50.0||
199799|100.0||
199811|78.57||
199852|100.0||
199860|91.67||
199937|100.0||
199939|100.0||
199943|100.0||
199947|100.0||
199993|66.67||
20|100.0||
200023|100.0||
200044|50.0||
200060|100.0||
200062|100.0||
200070|100.0||
200081|68.0||
200155|100.0||
200182|50.0||
200301|100.0||
200306|100.0||
200334|100.0||
200401|100.0||
200414|100.0||
200423|100.0||
200428|97.14||
200462|100.0||
200474|50.0||
200552|100.0||
200577|100.0||
200590|100.0||
200656|55.55||
200691|100.0||
200711|100.0||
200719|100.0||
200730|100.0||
20074|100.0||
200748|100.0||
200780|75.0||
200781|100.0||
20080|66.67||
200844|100.0||
200846|100.0||
200899|100.0||
200924|63.64||
200943|100.0||
200970|100.0||
200986|100.0||
200991|100.0||
201085|100.0||
20115|1.23||
201170|100.0||
201179|100.0||
201222|100.0||
20125|100.0||
201281|50.0||
20130|100.0||
201308|100.0||
201366|100.0||
201391|100.0||
201402|100.0||
20141|25.0||
20144|33.33||
201454|100.0||
201528|100.0||
201529|100.0||
201536|100.0||
201547|100.0||
201577|100.0||
201597|100.0||
201612|100.0||
201648|100.0||
201650|66.67||
201701|100.0||
201750|100.0||
201764|100.0||
201766|52.38||
201791|100.0||
2018|64.0||
201814|100.0||
201824|100.0||
201876|100.0||
20189|100.0||
201895|100.0||
201906|100.0||
201925|100.0||
201939|100.0||
201950|100.0||
202023|11.11||
202033|100.0||
202040|100.0||
20205|100.0||
202077|100.0||
202096|94.44||
202120|100.0||
202194|100.0||
202196|68.57||
202204|29.76||
202237|100.0||
202265|50.0||
202297|18.34||
202306|100.0||
202312|100.0||
202313|20.0||
202329|100.0||
202365|10.91||
202418|100.0||
202479|77.09||
20251|100.0||
202539|80.0||
202540|58.62||
202551|100.0||
202553|50.0||
202562|10.83||
202572|100.0||
202584|100.0||
202591|100.0||
202605|100.0||
202623|50.0||
202625|100.0||
202682|100.0||
202739|100.0||
20278|28.57||
202861|100.0||
202870|100.0||
202882|100.0||
202886|100.0||
202933|50.0||
202945|100.0||
202954|100.0||
202970|33.33||
20298|100.0||
20299|40.0||
203114|100.0||
203125|27.27||
203144|85.71||
203148|93.75||
203158|100.0||
203165|100.0||
203293|100.0||
203376|100.0||
203385|32.0||
203396|100.0||
203410|100.0||
203500|61.9||
203507|100.0||
203517|100.0||
203526|100.0||
203536|66.67||
203559|100.0||
203561|100.0||
203589|100.0||
203602|100.0||
203605|100.0||
203618|100.0||
203638|66.67||
203656|100.0||
203676|100.0||
203698|100.0||
203724|16.67||
203729|100.0||
203740|100.0||
203762|100.0||
203765|100.0||
203789|100.0||
20381|50.0||
203897|100.0||
203914|100.0||
203939|100.0||
203986|100.0||
204000|50.0||
204003|30.61||
204028|42.86||
204050|66.67||
204052|100.0||
204074|100.0||
204142|100.0||
204228|100.0||
204253|100.0||
204265|100.0||
204444|100.0||
204450|100.0||
20446|100.0||
204506|100.0||
204543|85.71||
204604|100.0||
204609|100.0||
204624|100.0||
204625|42.86||
204635|50.0||
204708|100.0||
204724|100.0||
20473|5.99||
204786|100.0||
204796|100.0||
204816|31.25||
204873|100.0||
204877|100.0||
204880|100.0||
204893|11.11||
204926|100.0||
204980|40.67||
204982|100.0||
205058|60.0||
205072|100.0||
205100|100.0||
205112|100.0||
205148|100.0||
205158|100.0||
205165|64.28||
205206|100.0||
205315|50.0||
205373|33.33||
205389|100.0||
205390|100.0||
205400|100.0||
205415|50.0||
205418|100.0||
205435|100.0||
205479|100.0||
2055|33.33||
205505|100.0||
205523|28.0||
20559|100.0||
205591|2.94||
205593|18.0||
205603|100.0||
205610|50.0||
205614|100.0||
205639|100.0||
20565|100.0||
205662|100.0||
205679|100.0||
205777|16.34||
205804|75.0||
205814|40.0||
205818|100.0||
205856|100.0||
205871|100.0||
205908|11.11||
205936|100.0||
205942|54.55||
205952|100.0||
205970|100.0||
205972|100.0||
205988|33.33||
205994|100.0||
206006|100.0||
206066|96.66||
20609|100.0||
206130|100.0||
206155|100.0||
206168|100.0||
206184|100.0||
206186|100.0||
206231|100.0||
206281|50.0||
206297|100.0||
206313|22.31||
206316|100.0||
206332|100.0||
206356|100.0||
206373|100.0||
20640|100.0||
206438|100.0||
206468|100.0||
206499|18.99||
20650|100.0||
206521|83.33||
206557|100.0||
206597|100.0||
206613|100.0||
206614|100.0||
206620|100.0||
206725|100.0||
206746|100.0||
206747|40.13||
20676|80.0||
206813|28.04||
206873|75.0||
206883|100.0||
206886|100.0||
206897|100.0||
20692|100.0||
206920|100.0||
206924|38.09||
206939|100.0||
206946|100.0||
206970|100.0||
207021|100.0||
207063|100.0||
207072|100.0||
207083|52.78||
207105|100.0||
20712|43.93||
207142|100.0||
207160|100.0||
207187|66.67||
2072|100.0||
207210|100.0||
20738|50.0||
20740|100.0||
207414|100.0||
20746|14.29||
207466|100.0||
207550|100.0||
20756|51.02||
207572|100.0||
207632|100.0||
207649|100.0||
207683|100.0||
20769|100.0||
20775|100.0||
207803|100.0||
207825|100.0||
207860|100.0||
207910|33.33||
207921|100.0||
207940|100.0||
207955|100.0||
207963|100.0||
207968|100.0||
208041|100.0||
20810|100.0||
208183|100.0||
208264|100.0||
208274|100.0||
208340|100.0||
20836|100.0||
208370|100.0||
20844|100.0||
208477|100.0||
208650|100.0||
208658|100.0||
208681|100.0||
208707|33.33||
208717|50.0||
208722|100.0||
208725|100.0||
208759|100.0||
208814|50.0||
208817|100.0||
20886|95.24||
208906|100.0||
208970|50.0||
209022|6.67||
209026|81.66||
209075|100.0||
209090|100.0||
209135|100.0||
209152|100.0||
209164|100.0||
209208|100.0||
209238|100.0||
209283|100.0||
209291|50.0||
209334|100.0||
209379|100.0||
20940|93.55||
209453|50.0||
209506|87.5||
209510|100.0||
209523|50.0||
209606|14.29||
209661|50.0||
209669|50.0||
209673|50.0||
209859|25.0||
209871|50.0||
209900|100.0||
209933|100.0||
210|66.67||
210020|100.0||
210025|20.0||
210051|100.0||
210103|25.0||
210150|100.0||
210233|33.33||
210317|100.0||
21056|100.0||
2107|100.0||
21145|100.0||
21150|100.0||
2116|95.0||
21213|100.0||
21219|100.0||
21221|100.0||
21232|100.0||
21263|95.0||
21321|30.47||
21351|25.0||
21385|100.0||
21396|100.0||
21406|64.29||
21412|100.0||
21413|25.0||
21430|40.0||
21433|100.0||
21450|34.66||
21497|100.0||
21534|13.15||
21557|50.0||
21570|60.0||
21581|28.57||
21632|100.0||
21722|100.0||
21740|100.0||
21779|75.0||
21859|10.07||
21928|1.23||
21948|39.33||
21949|100.0||
