#asn|region|country|as_type|use_moreSpecific(yes;no)|announced_prefixes|moreSpecific_prefixes|moreSpecific_proportion_usage|announced_prefixes(list)
48483|ripencc|DE|business|no|1|0|0.00|2a01:7a40::/32
52075|ripencc|FR|isp|yes|5|1|20.00|2a01:7c00::/32,2a01:7c00:80::/44,2a01:7c00:90::/44,2a01:7c00:a0::/44,2a01:7c00:b0::/44
31638|ripencc|IT|isp|no|2|0|0.00|2a01:7c60::/32,2a02:20d8::/32
15450|ripencc|ES|hosting|no|1|0|0.00|2a01:7d00::/32
199805|ripencc|RU|hosting|no|3|0|0.00|2a01:7e20::/32,2a01:7e21::/32,2a01:7e27::/32
59397|ripencc|BH|hosting|no|1|0|0.00|2a01:7e40::/32
197990|ripencc|DE|hosting|no|1|0|0.00|2a01:7e80::/32
15975|ripencc|PS|isp|yes|2|1|50.00|2a01:7f80::/32,2a01:7f80:b::/48
50056|ripencc|GB|isp|no|1|0|0.00|2a01:8000::/32
199800|ripencc|EE|business|no|1|0|0.00|2a01:8020::/32
48161|ripencc|RO|isp|no|1|0|0.00|2a01:8080::/32
48943|ripencc|AT|hosting|no|2|0|0.00|2a01:80a0::/32,2a02:ab8::/32
61144|ripencc|CH|isp|no|1|0|0.00|2a01:80c0::/32
199795|ripencc|DK|business|no|1|0|0.00|2a01:8120::/32
42331|ripencc|UA|hosting|no|9|0|0.00|2a01:8140::/48,2a04:1740::/32,2a04:1741::/32,2a04:1742::/32,2a04:1743::/32,2a04:1744::/32,2a04:1745::/32,2a04:1746::/32,2a04:1747::/32
47696|ripencc|DE|business|no|1|0|0.00|2a01:8180::/36
21150|ripencc|DE|business|no|1|0|0.00|2a01:8180:1000::/36
20594|ripencc|DE|business|no|1|0|0.00|2a01:8180:2000::/36
29063|ripencc|NL|business|no|1|0|0.00|2a01:8180:3000::/36
44735|ripencc|IS|isp|no|1|0|0.00|2a01:8280::/32
61952|ripencc|EE|none|no|1|0|0.00|2a01:82a0::/32
20681|ripencc|DK|business|no|1|0|0.00|2a01:8300::/32
39636|ripencc|IT|business|no|1|0|0.00|2a01:8320::/32
59410|ripencc|GB|hosting|yes|2|1|50.00|2a01:8340::/32,2a01:8340:100::/40
24626|ripencc|RU|business|no|1|0|0.00|2a01:84c0::/32
61046|ripencc|GB|hosting|no|1|0|0.00|2a01:8640:1::/48
62136|ripencc|GB|none|no|1|0|0.00|2a01:86e0::/32
57344|ripencc|BG|hosting|no|1|0|0.00|2a01:8740::/32
50343|ripencc|DE|business|yes|3|1|33.33|2a01:8780::/29,2a01:8780::/32,2a01:8781::/32
51406|ripencc|GB|isp|no|1|0|0.00|2a01:87c0::/32
15693|ripencc|NL|hosting|no|1|0|0.00|2a01:8800::/32
33280|arin|CA|business|no|1|0|0.00|2a01:8840:c::/48
8745|ripencc|BG|education|yes|2|1|50.00|2a01:8880::/32,2a01:8880:8000::/48
198807|ripencc|DE|business|no|1|0|0.00|2a01:88c0::/32
30847|ripencc|GB|education|yes|2|1|50.00|2a01:8900::/32,2a01:8900::/33
57124|ripencc|NL|business|no|1|0|0.00|2a01:8980::/32
25428|ripencc|BE|business|no|1|0|0.00|2a01:89c0::/32
42484|ripencc|RU|business|no|1|0|0.00|2a01:8a00::/32
25496|ripencc|SK|isp|no|1|0|0.00|2a01:8a80::/32
198997|ripencc|FR|none|no|1|0|0.00|2a01:8ac0::/32
8821|ripencc|CH|isp|no|1|0|0.00|2a01:8b80::/32
61956|ripencc|NL|hosting|no|1|0|0.00|2a01:8be0::/32
3302|ripencc|SE|hosting|yes|3|1|33.33|2a01:8d40::/30,2a02:7d8::/32,2a02:7d8:a00::/44
29479|ripencc|NO|hosting|no|1|0|0.00|2a01:8dc0:109::/48
8362|ripencc|FR|isp|no|1|0|0.00|2a01:8e80::/32
197063|ripencc|DE|isp|no|1|0|0.00|2a01:8f00::/32
59472|ripencc|PL|hosting|no|1|0|0.00|2a01:8f40::/32
6739|ripencc|ES|isp|no|2|0|0.00|2a01:8f60::/32,2a02:a800::/26
62168|ripencc|IE|isp|no|1|0|0.00|2a01:8f80:100::/40
8913|ripencc|CZ|isp|no|1|0|0.00|2a01:8fc0::/32
43424|ripencc|FR|hosting|no|1|0|0.00|2a01:9000:9999::/48
39658|ripencc|SE|business|no|1|0|0.00|2a01:9080::/32
199733|ripencc|AT|business|no|1|0|0.00|2a01:90e0::/32
57062|ripencc|US|none|no|3|0|0.00|2a01:91c0:1::/48,2a01:91c0:2::/48,2a01:91c0:3::/48
43638|ripencc|PL|business|no|1|0|0.00|2a01:9380::/32
62099|ripencc|CZ|isp|no|1|0|0.00|2a01:9420::/32
49109|ripencc|PL|none|no|1|0|0.00|2a01:9440::/32
44644|ripencc|IS|business|no|1|0|0.00|2a01:9460::/32
31370|ripencc|RU|isp|no|1|0|0.00|2a01:94c0::/32
197696|ripencc|FR|hosting|no|1|0|0.00|2a01:9500::/32
59597|ripencc|GB|isp|no|1|0|0.00|2a01:9540::/32
199711|ripencc|CZ|business|no|1|0|0.00|2a01:95a0::/33
197248|ripencc|HU|hosting|no|2|0|0.00|2a01:95c0::/32,2a01:be00::/32
15379|ripencc|GB|none|no|1|0|0.00|2a01:9600::/32
47727|ripencc|CZ|isp|no|1|0|0.00|2a01:9640::/32
199743|ripencc|NL|business|no|1|0|0.00|2a01:9660::/32
8376|ripencc|JO|isp|no|1|0|0.00|2a01:9700::/32
62087|ripencc|KY|none|no|1|0|0.00|2a01:9760::/32
34702|ripencc|EE|hosting|no|1|0|0.00|2a01:97a0::/32
31115|ripencc|IT|isp|no|1|0|0.00|2a01:9840::/32
42668|ripencc|RU|isp|no|1|0|0.00|2a01:98c0:1::/48
21171|ripencc|NO|business|no|1|0|0.00|2a01:9900::/32
12807|ripencc|FR|hosting|no|1|0|0.00|2a01:9940::/32
202225|ripencc|BE|none|no|1|0|0.00|2a01:9960::/32
199730|ripencc|GB|isp|no|1|0|0.00|2a01:9a60::/44
39120|ripencc|IT|isp|no|1|0|0.00|2a01:9a80::/32
30742|ripencc|DE|hosting|no|5|0|0.00|2a01:9b60::/32,2a01:9ba0::/32,2a02:4a20::/32,2a03:9980::/32,2a04:b580::/29
44567|ripencc|IT|business|no|1|0|0.00|2a01:9c00::/32
198722|ripencc|GB|isp|no|1|0|0.00|2a01:9c41:ffff::/48
35805|ripencc|GE|isp|no|1|0|0.00|2a01:9c80::/32
198047|ripencc|GB|none|no|1|0|0.00|2a01:9cc0:40::/42
197075|ripencc|IT|isp|no|2|0|0.00|2a01:9da0::/32,2a02:2420::/32
30361|arin|US|hosting|no|1|0|0.00|2a01:9dc0::/32
41495|ripencc|GB|hosting|no|1|0|0.00|2a01:9e00::/32
31287|ripencc|BG|isp|no|1|0|0.00|2a01:9e40::/32
9033|ripencc|DE|none|no|3|0|0.00|2a01:9ec0::/32,2a01:9ec1::/32,2a01:9ec2::/32
199101|ripencc|CZ|isp|no|1|0|0.00|2a01:9f40::/32
16006|ripencc|SK|isp|no|1|0|0.00|2a01:9f80::/32
47474|ripencc|GB|hosting|no|1|0|0.00|2a01:a000::/32
30915|ripencc|DE|business|no|1|0|0.00|2a01:a080::/32
47179|ripencc|NL|business|no|1|0|0.00|2a01:a0c0::/32
197541|ripencc|SE|none|yes|3|1|33.33|2a01:a100::/32,2a01:a100:a::/48,2a01:a100:b::/48
47212|ripencc|MK|education|no|1|0|0.00|2a01:a180::/32
49984|ripencc|UA|isp|no|1|0|0.00|2a01:a240::/32
35000|ripencc|RU|isp|no|1|0|0.00|2a01:a280::/32
199879|ripencc|RU|none|no|1|0|0.00|2a01:a280:2::/48
21310|ripencc|UA|isp|no|1|0|0.00|2a01:a300::/32
12693|ripencc|DE|isp|no|1|0|0.00|2a01:a380::/32
30937|ripencc|ES|hosting|no|1|0|0.00|2a01:a4c0::/32
42831|ripencc|GB|hosting|no|2|0|0.00|2a01:a500::/32,2a04:d180::/29
62002|ripencc|NO|isp|no|1|0|0.00|2a01:a520::/32
30972|ripencc|FR|hosting|no|1|0|0.00|2a01:a580::/32
198313|ripencc|GB|none|no|1|0|0.00|2a01:a5c0::/32
15966|ripencc|NL|hosting|no|1|0|0.00|2a01:a640::/32
59545|ripencc|NL|hosting|no|1|0|0.00|2a01:a680:a1::/48
202214|ripencc|FR|business|no|2|0|0.00|2a01:a6a0::/48,2a01:a6a0:ffff::/48
199606|ripencc|IT|isp|no|1|0|0.00|2a01:a7c0::/32
49422|ripencc|FI|isp|no|1|0|0.00|2a01:a800::/32
29600|ripencc|LV|hosting|no|1|0|0.00|2a01:a880::/32
48172|ripencc|RU|isp|no|2|0|0.00|2a01:a900::/32,2a03:c980::/48
16134|ripencc|ES|none|no|1|0|0.00|2a01:a940::/32
197524|ripencc|DE|isp|no|1|0|0.00|2a01:a980::/32
62021|ripencc|GB|business|no|1|0|0.00|2a01:a9e0::/32
34144|ripencc|BE|hosting|no|1|0|0.00|2a01:aa00::/32
59622|ripencc|CH|business|no|1|0|0.00|2a01:aa40::/32
200043|ripencc|IT|isp|no|1|0|0.00|2a01:ab00::/32
9063|ripencc|DE|isp|no|5|0|0.00|2a01:ab40::/32,2a02:5a0::/32,2a02:7940::/32,2a03:1440::/32,2a03:9b40::/32
9066|ripencc|DE|hosting|no|1|0|0.00|2a01:ac00::/32
51865|ripencc|IE|hosting|no|1|0|0.00|2a01:ad00::/32
199163|ripencc|DE|hosting|no|1|0|0.00|2a01:ae40::/32
57068|ripencc|FR|none|no|1|0|0.00|2a01:ae80::/32
34785|ripencc|AT|isp|no|1|0|0.00|2a01:af80::/32
43127|ripencc|CH|business|no|1|0|0.00|2a01:b100::/32
50933|ripencc|DE|none|no|1|0|0.00|2a01:b140::/32
57037|ripencc|DE|hosting|no|1|0|0.00|2a01:b180::/48
60640|ripencc|DE|none|no|1|0|0.00|2a01:b1c7::/32
44185|ripencc|SK|hosting|no|1|0|0.00|2a01:b200::/32
51678|ripencc|ES|business|no|1|0|0.00|2a01:b300::/32
35527|ripencc|RU|isp|no|1|0|0.00|2a01:b360::/32
196735|ripencc|CZ|isp|no|1|0|0.00|2a01:b380::/32
59647|ripencc|CH|business|no|1|0|0.00|2a01:b3c0::/32
35362|ripencc|UA|isp|no|1|0|0.00|2a01:b480::/32
16022|ripencc|GR|none|no|1|0|0.00|2a01:b500::/32
12688|ripencc|RU|isp|no|1|0|0.00|2a01:b580::/32
45010|ripencc|FI|hosting|no|1|0|0.00|2a01:b5a0::/32
43160|ripencc|ES|isp|no|1|0|0.00|2a01:b5c0::/32
43989|ripencc|IT|isp|no|2|0|0.00|2a01:b600::/33,2a01:b600:8000::/33
39045|ripencc|RU|isp|no|1|0|0.00|2a01:b640:7700::/40
197216|ripencc|BG|none|no|2|0|0.00|2a01:b6a0::/32,2a02:80e0::/30
43612|ripencc|MK|isp|no|1|0|0.00|2a01:b780::/32
198869|ripencc|NO|none|no|1|0|0.00|2a01:b8c0::/32
15509|ripencc|NL|none|no|1|0|0.00|2a01:b920::/32
57228|ripencc|GB|business|no|1|0|0.00|2a01:b980::/32
24931|ripencc|GB|none|no|2|0|0.00|2a01:ba20::/32,2a02:16f8::/32
56922|ripencc|PS|none|no|1|0|0.00|2a01:ba60::/32
49063|ripencc|RU|hosting|no|1|0|0.00|2a01:ba80::/32
202120|ripencc|NL|isp|no|1|0|0.00|2a01:bb60::/32
199673|ripencc|AM|business|no|1|0|0.00|2a01:bbc0::/32
43406|ripencc|IE|isp|no|1|0|0.00|2a01:bc00::/29
202114|ripencc|GB|hosting|no|1|0|0.00|2a01:bca0::/32
197853|ripencc|IE|none|no|1|0|0.00|2a01:be60::/32
51401|ripencc|DE|business|no|1|0|0.00|2a01:be80::/32
59666|ripencc|RU|hosting|no|1|0|0.00|2a01:bec0::/32
15691|ripencc|IT|hosting|no|1|0|0.00|2a01:bf40::/32
15962|ripencc|SK|isp|no|1|0|0.00|2a01:c840::/28
3215|ripencc|FR|isp|yes|16|2|12.50|2a01:c910::/32,2a01:c910:8002::/48,2a01:c910:8005::/48,2a01:c910:8006::/48,2a01:c911::/32,2a01:c916::/32,2a01:c916::/48,2a01:c916:1::/48,2a01:cb00::/30,2a01:cb04::/30,2a01:cb08::/30,2a01:cb0c::/30,2a01:cb10::/30,2a01:cb14::/30,2a01:cb18::/30,2a01:cb1c::/30
8567|ripencc|FR|none|no|1|0|0.00|2a01:c911::/48
8891|ripencc|FR|isp|no|15|0|0.00|2a01:c9c0:a1::/48,2a01:c9c0:a2::/48,2a01:c9c0:a3::/48,2a01:c9c0:a4::/48,2a01:c9c0:a5::/48,2a01:c9c0:a6::/48,2a01:c9c0:a7::/48,2a01:c9c0:af::/48,2a01:c9c0:c1::/48,2a01:c9c0:c2::/48,2a01:c9c0:c3::/48,2a01:c9c0:c5::/48,2a01:c9c0:c6::/48,2a01:c9c0:c7::/48,2a01:c9c0:cf::/48
24600|ripencc|FR|isp|no|8|0|0.00|2a01:c9c0:b1::/48,2a01:c9c0:b2::/48,2a01:c9c0:b3::/48,2a01:c9c0:b4::/48,2a01:c9c0:b5::/48,2a01:c9c0:b6::/48,2a01:c9c0:b7::/48,2a01:c9c0:bf::/48
28708|ripencc|FR|isp|no|11|0|0.00|2a01:cd00:8020::/48,2a01:cd00:8040::/48,2a01:cd00:80d0::/48,2a01:cd00:80f0::/48,2a01:cd01:1f2c::/46,2a01:cd01:1f30::/46,2a01:cd01:1f34::/47,2a01:cd01:2f2a::/47,2a01:cd01:4f2a::/47,2a01:cd01:8020::/48,2a01:cd01:8080::/48
51964|ripencc|FR|hosting|yes|35|8|22.86|2a01:ce80::/36,2a01:ce80:1000::/36,2a01:ce80:2000::/36,2a01:ce82::/36,2a01:ce83:1000::/36,2a01:ce83:8000::/36,2a01:ce85:1000::/36,2a01:ce88::/31,2a01:ce89:1000::/36,2a01:ce89:8000::/36,2a01:ce89:9000::/36,2a01:ce89:a000::/36,2a01:ce8c::/36,2a01:ce8c:a000::/36,2a01:ce8c:b000::/36,2a01:ce8c:c000::/36,2a01:ce8d:7000::/36,2a01:ce8e::/32,2a01:ce8e:1000::/36,2a01:ce8e:2000::/36,2a01:ce8e:8000::/36,2a01:ce8e:9000::/36,2a01:ce94:1000::/36,2a01:ce95::/32,2a01:ce95:4000::/36,2a01:ce9c::/30,2a01:ce9c::/32,2a01:ce9c:8000::/36,2a01:ce9d::/32,2a01:ce9d::/36,2a01:ce9e::/32,2a01:ce9e::/36,2a01:ce9f::/32,2a01:ce9f:8000::/33,2a04:1447::/32
12684|ripencc|LU|isp|no|1|0|0.00|2a02::/32
24785|ripencc|NL|hosting|no|1|0|0.00|2a02:10::/29
20562|ripencc|NL|none|no|1|0|0.00|2a02:10:1::/48
5418|ripencc|NL|hosting|no|1|0|0.00|2a02:10:100::/48
9026|ripencc|IT|isp|no|1|0|0.00|2a02:20::/32
6881|ripencc|CZ|isp|no|1|0|0.00|2a02:38::/32
12969|ripencc|IS|isp|no|1|0|0.00|2a02:48::/32
25596|ripencc|NL|isp|no|1|0|0.00|2a02:58::/32
35492|ripencc|AT|hosting|no|1|0|0.00|2a02:60::/32
21219|ripencc|UA|hosting|no|1|0|0.00|2a02:70::/32
44514|ripencc|PL|isp|no|1|0|0.00|2a02:78::/32
34244|ripencc|SE|isp|no|1|0|0.00|2a02:80::/32
8240|ripencc|EE|hosting|no|1|0|0.00|2a02:88::/32
44955|ripencc|GB|none|no|1|0|0.00|2a02:98:98::/48
9188|ripencc|DE|hosting|no|1|0|0.00|2a02:a8::/32
251|ripencc|EU|none|no|4|0|0.00|2a02:b0::/32,2a04:a00::/32,2a04:a01::/32,2a04:a04::/32
25273|ripencc|LU|hosting|no|1|0|0.00|2a02:b8::/32
44096|ripencc|RU|isp|no|1|0|0.00|2a02:d0::/32
44654|ripencc|NO|hosting|no|1|0|0.00|2a02:d8::/32
43128|ripencc|SI|hosting|no|1|0|0.00|2a02:e8::/32
28929|ripencc|IT|isp|no|1|0|0.00|2a02:f8::/32
60621|ripencc|SA|government|no|1|0|0.00|2a02:fa::/48
44776|ripencc|CH|hosting|no|1|0|0.00|2a02:110::/32
47205|ripencc|LT|hosting|no|1|0|0.00|2a02:118::/32
29396|ripencc|NL|hosting|no|1|0|0.00|2a02:120::/32
50833|ripencc|GB|hosting|no|1|0|0.00|2a02:128:1::/48
197726|ripencc|UA|hosting|no|1|0|0.00|2a02:128:2::/48
50968|ripencc|MD|hosting|no|1|0|0.00|2a02:128:5::/48
59504|ripencc|RU|hosting|no|2|0|0.00|2a02:128:6::/48,2a02:eb00::/48
42841|ripencc|SK|isp|no|1|0|0.00|2a02:130::/32
39342|ripencc|FI|business|no|1|0|0.00|2a02:140::/32
1680|ripencc|IL|isp|yes|9|1|11.11|2a02:148::/29,2a02:148::/32,2a02:149::/32,2a02:14a::/32,2a02:14b::/32,2a02:14c::/32,2a02:14d::/32,2a02:14e::/32,2a02:14f::/32
41854|ripencc|UA|none|no|3|0|0.00|2a02:150:fffc::/46,2a02:2808:1007::/48,2a02:2808:1008::/48
44946|ripencc|DE|hosting|no|3|0|0.00|2a02:158::/39,2a02:158:200::/39,2a02:158:400::/39
35366|ripencc|DE|hosting|no|1|0|0.00|2a02:180::/32
16171|ripencc|IE|business|no|1|0|0.00|2a02:198::/32
47395|ripencc|RU|isp|yes|2|1|50.00|2a02:1a0::/32,2a02:1a0::/48
24955|ripencc|RU|isp|no|2|0|0.00|2a02:1c8:1::/48,2a02:1c8:100::/40
41704|ripencc|RU|isp|no|2|0|0.00|2a02:1c8:7::/48,2a02:1c8:700::/40
57128|ripencc|RU|isp|no|2|0|0.00|2a02:1c8:9::/48,2a02:1c8:900::/40
41711|ripencc|CZ|none|no|1|0|0.00|2a02:1d0::/32
20953|ripencc|NL|hosting|no|1|0|0.00|2a02:1d8::/32
39102|ripencc|RU|isp|no|1|0|0.00|2a02:1e0::/32
34080|ripencc|CZ|isp|no|1|0|0.00|2a02:1f0::/32
24889|ripencc|CH|isp|no|1|0|0.00|2a02:200::/32
16097|ripencc|DE|isp|no|1|0|0.00|2a02:238::/32
28812|ripencc|RU|isp|no|2|0|0.00|2a02:240::/44,2a02:240:100::/40
8648|ripencc|DE|hosting|no|1|0|0.00|2a02:248::/32
39570|ripencc|SE|hosting|no|1|0|0.00|2a02:250::/32
43097|ripencc|RU|hosting|no|1|0|0.00|2a02:258::/32
42227|ripencc|IE|isp|no|1|0|0.00|2a02:278::/32
12883|ripencc|UA|isp|no|1|0|0.00|2a02:280::/32
16300|ripencc|RU|business|no|1|0|0.00|2a02:288::/32
8732|ripencc|RU|isp|no|1|0|0.00|2a02:290::/32
43118|ripencc|PL|isp|no|1|0|0.00|2a02:2a0::/32
29655|ripencc|CH|hosting|no|1|0|0.00|2a02:2a8::/32
28677|ripencc|FR|none|no|1|0|0.00|2a02:2b8::/32
44381|ripencc|NO|hosting|no|1|0|0.00|2a02:2c8::/32
44683|ripencc|FI|none|no|1|0|0.00|2a02:2d0::/32
9002|ripencc|UA|hosting|no|1|0|0.00|2a02:2d8::/32
12335|ripencc|RU|isp|no|1|0|0.00|2a02:2f8::/32
3261|ripencc|UA|isp|no|1|0|0.00|2a02:300::/32
39875|ripencc|GB|isp|yes|2|1|50.00|2a02:308::/32,2a02:308:8::/48
34106|ripencc|NL|none|no|1|0|0.00|2a02:310::/32
39602|ripencc|GB|isp|no|1|0|0.00|2a02:318::/32
8351|ripencc|DE|hosting|no|1|0|0.00|2a02:320::/32
25279|ripencc|DE|hosting|no|1|0|0.00|2a02:328::/32
31261|ripencc|RU|isp|no|1|0|0.00|2a02:330::/32
43483|ripencc|DE|hosting|no|1|0|0.00|2a02:340::/32
35470|ripencc|NL|hosting|no|1|0|0.00|2a02:348::/32
16246|ripencc|CZ|isp|no|2|0|0.00|2a02:350::/32,2a02:53c0::/32
12822|ripencc|DE|none|no|1|0|0.00|2a02:358::/32
28859|ripencc|CH|hosting|no|1|0|0.00|2a02:368::/32
29430|ripencc|CH|hosting|yes|3|1|33.33|2a02:370::/32,2a02:370:4::/46,2a02:370:8::/46
39145|ripencc|LI|business|no|2|0|0.00|2a02:380::/32,2a03:f80:9001::/48
60700|ripencc|LI|isp|no|1|0|0.00|2a02:381::/32
39040|ripencc|CH|isp|no|1|0|0.00|2a02:388::/32
12496|ripencc|GB|isp|no|1|0|0.00|2a02:390::/32
20653|ripencc|DE|isp|no|1|0|0.00|2a02:3a0::/32
15965|ripencc|LU|isp|no|1|0|0.00|2a02:3a8::/32
31736|ripencc|CH|isp|no|1|0|0.00|2a02:3b0::/32
44065|ripencc|CZ|isp|no|1|0|0.00|2a02:3c0::/32
43892|ripencc|IS|hosting|no|1|0|0.00|2a02:3c8::/32
39093|ripencc|IE|isp|no|1|0|0.00|2a02:3d8::/32
39837|ripencc|AT|hosting|no|1|0|0.00|2a02:3e0::/32
9189|ripencc|DE|none|no|1|0|0.00|2a02:3f0::/32
47264|ripencc|GB|hosting|no|1|0|0.00|2a02:400::/32
35569|ripencc|RU|hosting|no|1|0|0.00|2a02:408::/32
12347|ripencc|CH|hosting|no|1|0|0.00|2a02:410::/32
29691|ripencc|CH|hosting|no|1|0|0.00|2a02:418::/29
38927|ripencc|DE|hosting|no|3|0|0.00|2a02:420::/48,2a02:420:1::/48,2a02:420:2::/48
12941|ripencc|DE|hosting|no|1|0|0.00|2a02:430::/32
13132|ripencc|DE|isp|no|1|0|0.00|2a02:438::/32
34146|ripencc|CH|hosting|yes|7|1|14.29|2a02:448::/32,2a02:448:8001::/48,2a02:448:8003::/48,2a02:448:8005::/48,2a02:448:8006::/48,2a02:448:8007::/48,2a02:448:8008::/48
34372|ripencc|DE|hosting|no|1|0|0.00|2a02:450::/36
25182|ripencc|NL|hosting|no|1|0|0.00|2a02:458::/32
25187|ripencc|FR|none|no|1|0|0.00|2a02:468::/32
42303|ripencc|SE|hosting|no|1|0|0.00|2a02:470::/32
30975|ripencc|PL|isp|no|1|0|0.00|2a02:478::/32
8685|ripencc|TR|hosting|no|1|0|0.00|2a02:480::/32
20811|ripencc|IT|isp|no|2|0|0.00|2a02:490::/32,2a02:54c0::/32
31615|ripencc|NL|isp|no|1|0|0.00|2a02:498::/32
25234|ripencc|CZ|hosting|no|1|0|0.00|2a02:4a8::/32
43751|ripencc|BE|business|yes|5|1|20.00|2a02:4b0::/32,2a02:4b0:216::/48,2a02:4b0:217::/48,2a02:4b0:222::/48,2a02:4b0:223::/48
34021|ripencc|DE|none|no|1|0|0.00|2a02:4c0::/32
47748|ripencc|BG|hosting|no|1|0|0.00|2a02:4c8:af::/48
29667|ripencc|BG|isp|no|1|0|0.00|2a02:4c8:b2::/48
8816|ripencc|IT|hosting|no|1|0|0.00|2a02:4d0::/32
16135|ripencc|TR|isp|no|1|0|0.00|2a02:4e0::/32
20738|ripencc|GB|hosting|no|6|0|0.00|2a02:4e8:1::/48,2a02:4e8:4::/48,2a02:4e8:5::/48,2a02:4e8:a::/48,2a02:4e8:d::/48,2a02:4e8:14::/48
38952|ripencc|CZ|business|no|1|0|0.00|2a02:4f0::/32
5538|ripencc|LV|education|no|1|0|0.00|2a02:500::/32
21250|ripencc|SE|none|no|1|0|0.00|2a02:508::/32
21191|ripencc|RU|isp|yes|8|1|12.50|2a02:530::/32,2a02:530:17::/48,2a02:530:18::/48,2a02:530:19::/48,2a02:530:20::/48,2a02:530:21::/48,2a02:530:22::/48,2a02:530:23::/48
35432|ripencc|CY|isp|no|1|0|0.00|2a02:540::/32
35087|ripencc|RU|isp|no|1|0|0.00|2a02:548::/32
21017|ripencc|RU|isp|no|1|0|0.00|2a02:550::/32
12594|ripencc|HU|hosting|no|1|0|0.00|2a02:558::/32
13045|ripencc|DE|isp|no|1|0|0.00|2a02:560::/32
8763|ripencc|DE|business|yes|2|1|50.00|2a02:568::/32,2a02:568:200::/40
15935|ripencc|CZ|isp|no|1|0|0.00|2a02:570::/32
9031|ripencc|BE|isp|no|37|0|0.00|2a02:578::/38,2a02:578:400::/38,2a02:578:800::/38,2a02:578:c00::/38,2a02:578:1000::/38,2a02:578:1400::/38,2a02:578:1800::/38,2a02:578:1c00::/38,2a02:578:2000::/38,2a02:578:2400::/38,2a02:578:2800::/38,2a02:578:2c00::/38,2a02:578:3000::/38,2a02:578:3400::/38,2a02:578:3800::/38,2a02:578:3c00::/38,2a02:578:4000::/36,2a02:578:5000::/38,2a02:578:5400::/38,2a02:578:5800::/38,2a02:578:5c00::/38,2a02:578:6400::/38,2a02:578:6800::/38,2a02:578:6c00::/38,2a02:578:7400::/38,2a02:578:7c00::/38,2a02:578:8000::/38,2a02:578:8400::/38,2a02:578:8800::/38,2a02:578:8c00::/38,2a02:578:9000::/36,2a02:578:a000::/36,2a02:578:b000::/36,2a02:578:c000::/36,2a02:578:d000::/36,2a02:578:e000::/36,2a02:578:f000::/36
6799|ripencc|GR|isp|no|1|0|0.00|2a02:580::/29
39151|ripencc|DE|isp|no|1|0|0.00|2a02:588::/32
43037|ripencc|CZ|hosting|no|1|0|0.00|2a02:598::/32
35467|ripencc|NL|isp|no|2|0|0.00|2a02:5b0::/32,2a02:45e0::/32
21232|ripencc|CH|isp|no|1|0|0.00|2a02:5c0::/32
41920|ripencc|GR|none|no|1|0|0.00|2a02:5c8::/32
21032|ripencc|DE|isp|no|1|0|0.00|2a02:5d0::/32
8596|ripencc|AT|hosting|no|1|0|0.00|2a02:5d8::/32
35320|ripencc|UA|isp|no|1|0|0.00|2a02:5f0::/32
31263|ripencc|IT|isp|yes|2|1|50.00|2a02:600::/32,2a02:600:1::/48
41698|ripencc|DE|business|no|1|0|0.00|2a02:608::/32
2588|ripencc|LV|isp|no|1|0|0.00|2a02:610::/32
51894|ripencc|LV|business|no|1|0|0.00|2a02:610:7501::/48
43615|ripencc|LV|business|no|1|0|0.00|2a02:610:fffe::/48
42979|ripencc|LV|hosting|no|1|0|0.00|2a02:610:ffff::/48
47617|ripencc|CH|business|no|1|0|0.00|2a02:620::/32
34803|ripencc|GI|isp|no|1|0|0.00|2a02:638::/32
8804|ripencc|DE|hosting|no|1|0|0.00|2a02:648::/32
9125|ripencc|RS|isp|no|2|0|0.00|2a02:660::/32,2a02:b58::/32
33930|ripencc|FR|hosting|no|1|0|0.00|2a02:668::/32
47217|ripencc|IT|isp|no|1|0|0.00|2a02:670::/32
8632|ripencc|LU|isp|no|1|0|0.00|2a02:678::/32
5394|ripencc|IT|isp|no|1|0|0.00|2a02:688::/32
41960|ripencc|NL|hosting|yes|2|1|50.00|2a02:690::/32,2a02:690:5000::/36
34784|ripencc|RU|isp|no|1|0|0.00|2a02:698::/32
24638|ripencc|RU|hosting|no|1|0|0.00|2a02:6b0::/32
13238|ripencc|RU|hosting|no|1|0|0.00|2a02:6b8::/32
44433|ripencc|DK|none|no|1|0|0.00|2a02:6c0::/32
47227|ripencc|GB|hosting|no|1|0|0.00|2a02:6d0::/32
21213|ripencc|AT|none|no|1|0|0.00|2a02:6d8:e000::/35
21239|ripencc|BE|business|no|1|0|0.00|2a02:6e0::/48
8399|ripencc|FR|hosting|no|1|0|0.00|2a02:6e8::/32
42732|ripencc|SE|none|no|1|0|0.00|2a02:6f8::/32
35826|ripencc|GB|hosting|no|1|0|0.00|2a02:700::/32
8741|ripencc|DE|hosting|no|1|0|0.00|2a02:708::/32
21499|ripencc|DE|hosting|no|1|0|0.00|2a02:718::/32
34427|ripencc|NL|hosting|yes|2|1|50.00|2a02:720::/32,2a02:720:200::/40
29278|ripencc|HU|hosting|no|1|0|0.00|2a02:730::/32
42964|ripencc|HU|hosting|no|1|0|0.00|2a02:730:1::/48
43948|ripencc|SE|none|yes|2|1|50.00|2a02:750::/32,2a02:750:10::/48
29468|ripencc|SE|hosting|no|1|0|0.00|2a02:760::/32
