region|date|from1to24|from25to49|from50to74|from75to100
internet|20220515|3044|2927|3435|13102
internet|20220615|3054|2946|3457|13192
internet|20220715|3075|2965|3495|13196
internet|20220815|3079|2965|3470|13240
internet|20220915|3102|2967|3534|13802
internet|20221015|3059|3002|3466|13342
internet|20221115|3014|2981|3466|13377
internet|20221215|3027|2976|3490|13320
internet|20230115|3027|3043|3492|13331
internet|20230215|3007|3091|3507|13422
internet|20230315|3055|3094|3623|13268
internet|20230415|3033|3125|3623|13401
internet|20230515|3074|3115|3627|13467
internet|20230615|3073|3112|3631|13578
internet|20230715|3090|3112|3592|13440
internet|20230815|3111|3104|3552|13644
internet|20230915|3143|3123|3513|13738
internet|20231015|3059|3177|3521|13753
internet|20231115|3055|3190|3566|13775
internet|20231215|3068|3153|3517|13744
internet|20240115|3068|3153|3536|13724
internet|20240215|3081|3128|3553|13825
internet|20240315|3061|3095|3608|13857
internet|20240415|3060|3094|3627|13958
internet|20240515|3076|3124|3579|14050
internet|20240615|3062|3144|3633|14506
lacnic|20140615|203|160|126|313
lacnic|20140715|208|163|129|332
lacnic|20140815|218|163|121|340
lacnic|20140915|215|173|130|350
lacnic|20141015|220|168|130|353
lacnic|20141115|236|173|142|348
lacnic|20141215|245|181|145|364
lacnic|20150115|246|202|154|350
lacnic|20150215|273|187|156|360
lacnic|20150315|270|205|158|370
lacnic|20150415|277|208|150|371
lacnic|20150515|296|214|162|370
lacnic|20150615|298|210|151|383
lacnic|20150715|315|217|152|359
lacnic|20150815|307|211|152|368
lacnic|20150915|324|211|160|391
lacnic|20151015|302|231|176|388
lacnic|20151115|307|228|177|417
lacnic|20151215|321|222|184|423
lacnic|20160115|352|223|176|415
lacnic|20160215|361|245|179|427
lacnic|20160315|363|247|183|450
lacnic|20160415|354|244|186|448
lacnic|20160515|366|246|200|451
lacnic|20160615|355|239|224|450
lacnic|20160715|391|234|222|475
lacnic|20160815|395|258|224|479
lacnic|20160915|394|280|210|488
lacnic|20161015|412|292|205|495
lacnic|20161115|415|297|228|499
lacnic|20161215|435|301|219|530
lacnic|20170115|419|314|239|531
lacnic|20170215|424|313|272|528
lacnic|20170315|445|323|254|548
lacnic|20170415|458|313|259|576
lacnic|20170515|469|330|252|592
lacnic|20170615|472|336|261|590
lacnic|20170715|499|335|281|602
lacnic|20170815|510|340|274|616
lacnic|20170915|508|342|259|647
lacnic|20171015|504|349|247|651
lacnic|20171115|520|372|271|633
lacnic|20171215|520|365|270|670
lacnic|20180115|541|373|250|702
lacnic|20180215|539|359|269|698
lacnic|20180315|547|427|323|869
lacnic|20180415|521|388|289|703
lacnic|20180515|530|386|295|726
lacnic|20180615|513|398|309|760
lacnic|20180715|534|416|305|768
