asn|aspp_average|moreSpecific_average|selective_average
205989|||100.0
205992||20.0|
205993|||71.0
205994|51.77|32.37|14.88
205996|100.0||
205997||25.59|46.54
205998|||57.0
205999||33.33|1.25
206002||22.4|0.0
206003|12.63|7.21|100.0
206004|100.0|28.47|8.25
206006|100.0||
206008||33.33|
206009|||100.0
206011|39.52|19.01|22.91
206019|100.0||
206021|100.0||
206022||20.0|72.06
206024|||51.81
206026|24.24||100.0
206027|100.0||
206028|100.0||
206029|50.0||100.0
206035|49.43|25.32|33.1
206039|100.0||
206040|100.0||
206042||20.0|
206043|100.0||
206045|100.0||
206046|75.16||74.51
206047|100.0||
206048|97.86||58.33
206049|66.67|14.29|82.13
206052|97.73||41.83
206053|100.0||
206054|62.5||41.0
206055|||100.0
206056||20.15|10.23
206057|||25.0
206060|91.94|20.0|0.0
206061|100.0||
206063|||68.39
206065|34.95|14.01|88.23
206066|87.39|37.58|36.19
206067|14.0|6.33|65.23
206068|||100.0
206070|16.67||7.91
206071|100.0||
206073|100.0||
206075|60.0||100.0
206077||22.52|38.44
206078|25.0||36.44
206081||50.0|0.0
206082|61.67|27.57|65.66
206084|100.0||50.0
206086|100.0||
206087|||60.71
206088||20.73|93.75
206089|32.72||100.0
206092|||100.0
206093|100.0||
206094|100.0||
206101|44.44|20.0|73.08
206102|100.0||
206103|50.0||50.0
206105|||86.0
206106|100.0||90.57
206108|100.0||
206109|100.0||
206110|20.0|20.51|16.67
206112|100.0||
206114|100.0||
206115|100.0||100.0
206119|1.88||99.45
206120|25.69|19.07|64.83
206121|100.0|32.56|8.33
206123|99.68|5.88|67.33
206124|||92.0
206125|100.0||
206130|100.0||
206132|100.0||
206133|100.0||
206135|36.48|26.28|0.0
206140|100.0||
206141|||66.03
206142|73.33||98.11
206143|||16.02
206146|||10.33
206147|98.44|25.0|75.0
206148|100.0||
206149|100.0||78.6
206152|100.0||67.0
206154|||100.0
206155|||50.0
206156|100.0||
206157|100.0||
206158|||65.0
206162|100.0||
206163|41.67||72.01
206166|100.0||50.0
206168|100.0||
206169|98.77||97.27
206170|54.88|5.08|56.06
206171|100.0||67.0
206173|100.0||
206174|17.41||69.06
206175|53.93|12.5|99.83
206176|71.09|25.43|21.43
206177||20.46|
206179|100.0||100.0
206181||41.66|98.72
206182||18.51|25.49
206184|100.0||
206186|100.0||
206187|78.92||39.7
206189|100.0||67.0
206190|39.69|32.44|61.67
206192|25.0||100.0
206193|100.0||
206194|||100.0
206195|100.0|18.18|94.83
206197|35.35||95.54
206198|71.43|20.0|64.32
206200|100.0||
206201|||50.0
206204|33.33|33.33|
206205|75.0||100.0
206206|6.22|9.02|94.5
206207|93.33|50.0|0.0
206208|48.44|18.45|7.41
206213|100.0||100.0
206215|100.0||
206216|||100.0
206217||48.14|85.0
206219||34.64|0.0
206220|100.0||
206222|100.0||
206228||25.16|
206230|||87.5
206231|84.66|50.0|0.0
206232|||82.08
206235|100.0||
206237||39.36|0.0
206238|100.0||34.2
206240|50.0|50.0|0.0
206241|100.0||
206243|100.0||100.0
206244|100.0||100.0
206245|100.0|50.0|0.0
206249|||100.0
206250|100.0||
206254|||100.0
206255|26.79||75.0
206257|54.76||95.31
206258|25.0||100.0
206262|28.77|17.58|61.61
206264|41.85|6.52|100.0
206265||25.0|
206266|79.74|20.0|0.0
206267|91.67|33.33|81.0
206269|56.52||
206273|99.09||36.0
206275|||100.0
206276|100.0||63.73
206277|100.0|50.0|0.0
206279|94.64||25.0
206281|92.42||71.52
206282|96.67||70.0
206283|6.39|3.16|98.0
206285|100.0||
206286|32.14||100.0
206287|100.0||
206288|100.0|50.0|
206289|48.81|59.58|59.21
206292||50.0|
206293|||20.0
206295|42.86|42.86|35.45
206297|100.0||
206299|100.0||
206301|100.0||
206310|50.0||100.0
206311|100.0||
206312||47.48|61.36
206313|67.78|23.67|98.17
206314|100.0||63.38
206316|100.0|16.12|60.34
206320|||28.84
206322|24.81|20.0|47.06
206323|100.0||
206324|77.78|33.33|0.0
206325||33.33|58.82
206326|100.0|50.0|50.0
206333|100.0|20.0|0.0
206334|||100.0
206335|100.0||
206341|100.0||94.85
206342|100.0||
206343|100.0||
206344|53.49||50.0
206346|97.15||25.0
206347||7.06|34.97
206348||22.2|57.0
206351|100.0||50.0
206352|9.09||47.07
206353|100.0||
206355|78.57||100.0
206356|100.0|29.17|65.55
206358|100.0|21.94|70.65
206360|||100.0
206362|100.0||
206363||66.67|
206366|70.26|19.66|7.98
206368|100.0|33.33|0.0
206369|100.0||
206370|100.0||
206372|100.0|50.0|38.67
206373|100.0||
206374|100.0||
206375|30.9||
206376|100.0||44.0
206379|37.98||60.0
206380||48.81|75.0
206382|77.65||25.1
206383|57.58||100.0
206385|51.74||43.12
206386|||100.0
206387|39.0|13.3|
206388|||94.5
206389|25.0|18.76|73.95
206392|100.0|33.33|
206395||33.33|
206396|100.0||
206397|||67.0
206399|22.78|20.0|61.36
206401|100.0||
206403|100.0||
206404|90.57|20.0|25.0
206405||27.79|80.46
206406|68.27||98.89
206407|||100.0
206409|48.74||56.0
206410|50.0||76.14
206412|100.0||56.0
206414|100.0|50.0|37.5
206417|97.78|12.46|8.21
206419|100.0||
206421|100.0||
206422|100.0||
206423||50.0|50.0
206424|50.0||100.0
206425|100.0||100.0
206426|100.0||
206430|42.59|16.97|79.91
206431|100.0||
206432|100.0||
206433||20.0|
206435|97.87||100.0
206436|100.0||
206437|91.22||75.55
206438||20.0|0.0
206440|99.42|10.53|97.0
206441||45.83|0.0
206442|85.71||33.0
206443|50.0||99.32
206444|33.33||100.0
206446|65.53||97.11
206448|75.0||
206449|96.46||99.21
206451|37.72|17.83|49.37
206454|100.0||
206455|100.0||33.0
206456|||95.93
206457|100.0||
206459|50.0|37.5|90.0
206460|80.43|15.25|53.0
206461|50.0||50.0
206464|100.0||
206467|33.33||100.0
206468|98.33||
206471||22.5|97.21
206472|25.45|20.0|97.13
206474|37.5|32.57|91.42
206476|95.11|33.33|61.11
206477|100.0||100.0
206478|||50.0
206479|100.0||
206481|||100.0
206483|92.86||100.0
206484||16.67|0.0
206485|100.0|20.0|
206487||4.92|79.24
206488|75.0|25.0|
206492||37.24|61.64
206494|100.0||
206495|12.44|22.5|
206496|65.01|35.04|0.0
206497|59.48|20.0|25.0
206499|54.92|19.52|91.02
206502||50.0|50.0
206504|100.0||
206505|65.73|26.98|45.76
206508||25.0|77.86
206509|77.08|9.75|76.8
206511|100.0||
206513|100.0||100.0
206515|100.0||
206516|100.0|25.0|40.04
206518||33.33|
206519|100.0||55.56
206520|100.0||
206521|92.19||93.75
206522||44.27|67.0
206523|100.0|6.18|11.76
206524|||100.0
206525||20.0|
206528|100.0||
206529|100.0||
206530|73.33|20.0|
206531|100.0||
206534||26.78|50.0
206536|100.0||
206537|100.0||53.26
206538|100.0||
206539|46.66|24.34|99.02
206540|100.0|37.5|0.0
206541|100.0||
206543|||100.0
206545||33.33|0.0
206547||26.53|0.0
206548|100.0||29.68
206550|100.0||
206553|58.94||89.11
206556|||100.0
206557|76.36|16.67|
206559|100.0||
206562|92.86||35.0
206565||24.07|55.45
206566||20.0|
206567|94.07|8.92|3.35
206568|||100.0
206570|||100.0
206571|100.0||
206574|100.0||
206575||20.34|61.52
206576|23.69|29.2|70.41
206577|100.0||
206579|100.0||20.0
206581|100.0||
206584|66.67|33.33|
206585|100.0||
206587|||100.0
206588|20.0|20.0|
206589|100.0||
206591|||100.0
206592|||93.75
206594|100.0||
206596|20.0|22.41|4.19
206597|100.0|25.0|
206598|66.67||
206599|74.67||33.0
206600|||100.0
206602|92.78|32.0|45.31
206607|||100.0
206608|43.12|21.86|8.6
206610||21.76|98.82
206611|15.28|22.66|77.07
206613|100.0||33.0
206614|67.58||100.0
206615|100.0||
206616|||91.37
206617|5.0|11.14|13.63
206618|12.5|10.67|100.0
206619|100.0||
206620|81.62|41.48|53.67
206621|59.03|29.35|76.76
206624|100.0||
206625|66.67|33.33|
206626|33.18|25.32|29.56
206627|76.37|32.57|26.73
206628|||96.81
206629||33.33|
206631|100.0||
206632|||50.0
206635||20.0|
206637||58.47|42.19
206638|88.06|14.23|71.31
206639|||96.0
206640|100.0||
206641||21.35|80.92
206642|||93.42
206645|100.0||
206646|77.21|33.05|42.24
206647|100.0||
206649|100.0||
206650||41.15|100.0
206652|55.81|18.34|25.29
206653|50.0||100.0
206655|43.01|20.49|93.55
206657||37.3|1.14
206661|100.0||50.0
206662|73.0|33.33|33.75
206663|||44.71
206664|98.28||50.0
206665|100.0||
206667||25.09|100.0
206668|25.0||91.77
206669||20.0|
206671|100.0||
206672||44.0|60.0
206673|87.5|25.0|100.0
206674|100.0||
206677|60.81||29.61
206678|100.0||
206679|100.0|20.56|100.0
206681|100.0||
206684|100.0||
206685|100.0||
206686|50.93||99.06
206687|100.0||
206689|100.0||38.41
206690|||36.81
206692|62.81|36.49|4.41
206693|94.11|28.99|41.97
206694||24.65|15.13
206695|||75.0
206697|74.29|20.86|48.73
206698|46.45||
206701|||98.68
206702|20.76|11.84|92.96
206703|94.44||100.0
206704|||50.0
206706|||90.47
206707|100.0||
206709|100.0||
206710|100.0||
206712|||100.0
206714|67.67||43.05
206717|||96.43
206718|58.57||100.0
206720|52.4||100.0
206722|100.0||
206723|96.15||66.53
206726||25.0|33.0
206728|33.07|33.33|76.55
206730|100.0||
206732|49.78|19.12|90.32
206733|85.08||82.7
206735|62.5||91.31
206736|100.0||
206737|83.76|19.2|50.23
206741|||98.66
206746|74.54|33.33|100.0
206747|52.39||68.86
206749|95.59|50.0|0.0
206751|||52.29
206754|50.0||93.84
206756|84.0|22.63|2.27
206757|13.52|16.16|16.88
206758|100.0||20.0
206759||50.0|7.14
206760|100.0||
206762|100.0||
206764|98.67||33.0
206765|100.0||
206767|29.66|33.63|40.4
206770|100.0||
206771|100.0||
206772|53.38|22.14|48.21
206773|100.0||
206774|80.7|19.32|94.15
206775|100.0||72.5
206776|53.45||89.71
206778|100.0||
206782|100.0||20.0
206783|100.0||50.0
206787|100.0|27.04|0.0
206789|100.0||51.56
206790||33.33|0.0
206791|100.0||
206793||31.66|0.0
206794|100.0||
206796|||50.0
206798|63.52|33.27|66.35
206801||29.33|20.76
206803|100.0||
206804|20.07||99.35
206805|36.7|16.22|87.53
206806|100.0||
206808||40.0|
206810|100.0|16.67|100.0
206811|100.0|50.0|50.0
206812|||50.0
206813|91.3||94.17
206814|54.9||81.0
206817|86.11||76.29
206818|100.0||80.0
206819|89.19|0.71|98.92
206820|66.67|35.29|8.33
206821|69.16|25.79|21.71
206825|99.15|9.78|81.85
206826|100.0||
206828|20.0||100.0
206830||33.33|99.5
206833|52.46|30.83|58.82
206834||33.61|
206835|30.55|19.38|48.33
206837|18.4|30.02|30.57
206838|77.48|35.08|22.22
206841|79.9|16.55|31.94
206844||20.74|
206846|||56.75
206849|||44.72
206850|100.0||89.39
206851|100.0||
206852|100.0||
206853||11.11|50.0
206854|32.57|20.0|0.0
206856|91.91|37.57|25.0
206857|100.0||
206860|100.0||
206861||25.0|86.9
206862|58.33||98.82
206864||23.55|0.0
206865||47.57|20.06
206866|43.81|5.03|36.42
206868|100.0||
206870|50.0||53.23
206873|51.1||58.92
206874||29.74|3.31
206876||35.0|
206877|100.0||
206878|50.0||
206879|33.33|33.33|18.94
206880|100.0||
206882|100.0|14.71|75.0
206883|100.0||
206884|100.0||
206885|||100.0
206886|80.0|20.0|
206887|100.0||
206888||33.33|47.23
206889|33.33||99.6
206890|100.0||
206891|100.0|42.32|67.0
206892|55.88|33.57|34.9
206893|39.72|33.33|92.26
206894|46.88|25.0|88.23
206896|97.73||
206897|100.0||100.0
206898|||36.0
206902|67.5||50.0
206903||50.0|75.0
206904|64.26|25.76|6.25
206905|100.0||
206906|100.0||
206907|||73.5
206908|50.0||100.0
206909|||100.0
206910|100.0||50.0
206911|100.0||100.0
206912|81.94|50.0|47.5
206916|100.0||
206917||50.0|50.0
206918||34.09|48.0
206920|||60.0
206922|||100.0
206924|72.5||92.31
206926|100.0|15.92|21.55
206927|100.0||
206928|100.0||
206930||15.36|50.6
206932|100.0||
206934|11.74||90.36
206936||33.33|25.0
206937|100.0||
206939|100.0||
206940|41.13|50.0|56.1
206941|61.11||55.88
206942|34.33|34.33|73.4
206943|||5.0
206945|40.0|20.0|58.0
206947|100.0|26.72|33.33
206948|98.48||56.04
206949|85.42||72.22
206953||34.76|14.41
206954|100.0||31.95
206955|100.0|48.52|26.14
206957|49.96|15.15|58.29
206958|90.77|50.0|
206959|50.0||91.67
206960|100.0||
206961|||100.0
206963|||95.45
206964|100.0||
206965|100.0||
206966|86.43|20.0|47.73
206967|100.0||
206968|100.0||
206969||50.0|32.81
206970|100.0||
206973|50.0|33.33|6.02
206974|100.0||
206975||22.35|
206977|42.86||35.33
206978|40.0|24.31|
206980|27.38|25.0|97.19
206981|||80.0
206987|100.0||
206988|55.77|25.0|22.87
206991|||87.5
206992|35.56|20.0|13.73
206993|73.23||95.72
206995|||83.58
206996|100.0||
206997|||20.0
206998|100.0||100.0
206999|100.0||84.91
207002|||100.0
207003||27.14|23.17
207004|100.0||
207005|100.0|33.33|
207007|92.31||55.0
207011|66.67|27.87|37.33
207012|100.0||
207013|55.17||35.23
207015|100.0||
207016|100.0||
207017|100.0||
207018|38.33|33.93|86.31
207021|93.58||50.48
207022|58.33||100.0
207023||12.5|34.67
207024|100.0||
207026|50.0|50.0|
207028|43.33||100.0
207029|7.69|29.9|2.3
207030||25.0|90.08
207031|100.0||
207033|100.0||50.0
207034|100.0||
207036|70.32|37.03|81.74
207039|33.33|33.33|0.0
207040|81.11||60.0
207042|100.0||
207043|100.0||
207044||13.09|71.94
207045|96.3||100.0
207046|||100.0
207047||22.96|0.62
207050|64.11|21.6|90.0
207054|97.53||44.55
207056|||50.0
207057||33.33|100.0
207058|62.0|26.11|38.05
207059|||100.0
207060|63.39|37.31|21.35
207063|100.0|38.66|58.33
207064|33.33|33.72|17.47
207065|82.86||28.24
207066|50.72||50.72
207068|100.0||
207071|||50.0
207072|100.0||
207073|100.0||20.0
207075||35.24|50.0
207078|100.0||
207083|56.8|12.32|99.65
207085|100.0||
207087|70.9|19.24|19.55
207089|87.18|18.18|13.67
207091|||100.0
207092|88.45|38.19|69.96
207095|66.67||33.0
207097|50.0||86.43
207099|22.03|26.03|66.67
207101|100.0||50.0
207102|100.0|20.0|
207103|25.0||
207104|56.99||100.0
207105|100.0||
207106||32.57|63.91
207107|100.0||
207108|100.0||
207109|83.93||50.0
207112|54.63|32.98|31.85
207114|100.0||91.0
207119|50.0||100.0
207120|85.23||20.0
207123|100.0||
207124|100.0||
207125|98.04|33.84|5.36
207127|||53.85
207128|50.0||98.1
207130||33.33|
207131|93.27||50.0
207132|100.0||
207133|100.0||50.0
207134|||64.67
207135||48.26|0.0
207137|36.88||100.0
207138|44.91|18.52|91.63
207142|100.0||
207143||12.24|100.0
207144|26.78||40.92
207145|||79.45
207146|70.84|40.55|41.64
207147|100.0|20.96|24.0
207151|67.99|19.7|67.41
207152|||99.17
207153|99.39|50.0|71.25
207156|97.13||96.83
207157|99.73||100.0
207159|100.0||43.0
207160|100.0||
207161|100.0||
207162|43.18|33.33|0.0
207165|100.0|19.15|0.0
207166|100.0||
207168|75.8||48.41
207169|13.42||100.0
207170|100.0||
207173||50.0|
207174|69.31|5.67|34.36
207176|25.0|27.01|74.36
207179|95.0||50.0
207180||20.29|34.78
207181||19.64|18.0
207185|33.33|18.11|13.77
207187|97.23|16.67|77.0
207189|100.0||
207190|||29.75
207192|78.46|42.97|55.29
207193|||100.0
207194|89.25||50.0
207195|61.31|33.33|13.74
207198||25.0|
207199|38.34|10.42|16.65
207202||50.0|
207203|73.78|12.36|35.91
207206|100.0||
207208||31.25|
207210|100.0||
207215||44.44|
207216|100.0||
207218|100.0||
207221|50.0||31.67
207225||30.79|
207227|100.0|50.0|0.0
207228|97.06|50.0|72.5
207232|48.86|20.0|25.76
207233|100.0|19.45|
207234||19.54|7.86
207235|100.0||
207236|||100.0
207238|32.29|25.0|92.43
207240|100.0||25.0
207241|100.0||
207243|||29.67
207244|100.0||
207245|100.0||
207246|69.96||26.92
207248||50.0|81.17
207249|62.08|19.97|99.69
207251||9.09|80.43
207252|||25.0
207253|94.68||
207254|35.95||98.57
207255|88.39|32.58|80.29
207257|100.0|50.0|76.74
207258|100.0||
207259|||50.0
207261|100.0||
207263|70.85|46.67|50.1
207266|||100.0
207269|61.46|33.33|44.44
207271|100.0||
207274|59.81||59.64
207280|40.0||
207281|100.0||
207282|100.0||
207283|77.78|32.85|0.0
207286|100.0||
207288|100.0||
207290||47.5|
207294|50.44|16.44|35.27
207300|||50.0
207304|64.58||66.6
207306|100.0||58.33
207307|100.0||
207308||33.33|0.0
207310|||35.0
207313|100.0||
207319|50.0||
207320|100.0||
207322|100.0||
207324|100.0||
207327|100.0||
207329|100.0||
207330|100.0||
207332|100.0||
207333|||93.68
207340|100.0||
207344|90.24||50.0
207345|||97.92
207347|100.0||
207348|61.24||65.14
207349|80.0||50.0
207352|100.0||
207353|48.73||92.16
207356|100.0||
207360|50.0||50.0
207361|100.0||
207364|||100.0
207369||18.06|78.0
207375|100.0|3.58|45.59
207380|100.0||
207387|100.0||
207392|100.0||
207397|100.0||
207400|33.33||83.33
207403|100.0||
207404|100.0||
207405||20.0|0.0
207412|16.67||
207413|50.0|33.33|
207415|50.0|33.33|84.29
207416|44.44||100.0
207419|95.45||50.0
207421|100.0||
207422|96.77||46.71
207423||25.0|10.47
207427||12.14|99.45
207429||2.56|100.0
207430||50.0|
207435|100.0||
207437|100.0||
207439|||87.88
207441|100.0||
207442|100.0||
207443|100.0||
207444|97.06||100.0
207446|20.0|20.0|0.0
207448|||50.0
207451||14.05|19.5
207456|96.84|6.2|54.3
207457|100.0||
207459|6.44||
207461||3.94|100.0
207462|100.0||83.5
207463|100.0||
207465|100.0||50.0
207467|33.33|33.33|100.0
207470|||100.0
207471||20.0|
207472|100.0||
207473|95.45||75.0
207474|49.07||91.17
207479|50.0||50.0
207486|50.0||19.56
207488|100.0||
207489||14.29|76.5
207491|100.0||
207493|100.0||
207494|100.0||
207495|37.61|20.74|8.33
207496|52.27|33.33|98.08
207498|||33.0
207499|100.0||
207500|100.0||
207504||33.33|
207511||33.33|
207514||24.06|6.38
207518|100.0||
207519|||100.0
207520|98.11||50.0
207523|100.0||
207524||33.33|0.0
207532|85.23||50.0
207533|100.0||
207540|50.0||81.25
207541|||100.0
207543|25.0||100.0
207545||33.33|
207547|100.0||
207548|100.0||
207551|99.36||100.0
207557|100.0||
207558|75.38|23.07|29.09
207560|79.85||80.0
207561|100.0||54.55
207562|100.0||
207564|100.0||
207565|100.0||
207566|100.0||73.71
207568|97.06||33.0
207569|||100.0
207572|100.0||
207573|100.0||
207577|63.89||50.0
207581|66.67||50.0
207582|||100.0
207584|100.0||
207587|90.91||62.5
207588|42.5|33.33|100.0
207589|27.78||98.62
207590|57.14||82.95
207591|||50.0
207592||20.0|
207593|100.0||
207594|||43.57
207597|100.0||100.0
207601|100.0||
207602|100.0||
207603|||100.0
207604|||100.0
207605|100.0||
207606|50.76|25.0|2.33
207609|||50.0
207610|||100.0
207612|100.0||
207614|10.0|29.24|48.77
207616|60.2||95.34
207617|||100.0
207630|79.17|18.92|8.0
207631|95.59||75.0
207633|||100.0
207635|100.0||
207636||6.45|99.91
207640|52.38||
207643|||100.0
207645|18.41||100.0
207647|||98.6
207651|88.1||92.53
207654||33.33|80.0
207656|100.0||50.0
207658|46.33|33.33|79.9
207664|||50.0
207668|||35.19
207669||50.0|
207671|58.33||60.0
207673|100.0||
207674||50.0|10.0
207676|90.54|11.49|73.72
207677|100.0||
207680|94.0|21.0|25.0
207681|50.0||
207684|100.0||9.0
207685||10.0|79.65
207686|100.0||100.0
207688|30.83||100.0
207691|39.42||100.0
207692||34.26|42.86
207693||33.33|60.0
207694|33.33|33.33|59.0
207695|||33.0
207696|100.0||
207697|||60.0
207701|100.0||
207706|100.0||
207707|||33.0
207710||9.51|98.25
207713|5.83||100.0
207714|46.81|39.22|13.43
207715|100.0|37.88|11.36
207717|||75.0
207718||20.0|46.0
207719|75.0||50.0
207722|||66.67
207724|||100.0
207725|100.0|41.66|
207727|25.0||100.0
207730|74.51||67.0
207733||50.0|
207734|35.25|12.86|100.0
207737|66.28|34.52|14.29
207739|100.0||
207741|100.0||
207743|6.25||13.1
207744||50.0|97.0
207747||25.77|23.27
207748|100.0||
207750|100.0||
207752|50.0||
207753|100.0||
207761|75.0||
207766|100.0|30.3|5.0
207767|100.0||
207769|100.0||
207772|100.0||
207778||33.33|
207784|||100.0
207785|100.0||
207786|||97.5
207787|||65.5
207790|||72.17
207793|100.0||
207794|100.0||50.0
207796|83.7||84.21
207798|||25.0
207799|||100.0
207802|100.0|21.01|87.5
207803|100.0||
207805|||29.17
207810||18.61|18.9
207811|||100.0
207813|50.0|50.0|
207817|63.28||70.0
207821|30.85||89.58
207825|100.0||
207826|100.0||
207827|62.5||83.33
207830|100.0||
207838|100.0||
207839|90.2|33.33|0.0
207841|||67.31
207843|||100.0
207846|100.0||
207849|100.0||
207856|||54.25
207858|||100.0
207861|||75.0
207866|33.33||93.75
207867|67.36|25.0|96.33
207868|100.0||
207871|100.0||
207872|50.0||
207873|100.0||
207875||47.22|
207876|||100.0
207877|100.0||
207883|100.0|33.33|0.0
207886|81.25||45.0
207888|||100.0
207889|58.44||99.54
207892|100.0||100.0
207894|100.0||
207898|83.34||94.5
207901|100.0||50.0
207903|58.55|22.84|88.0
207906|75.0|25.0|86.57
207907|46.72||100.0
207910|100.0||
207911|87.5||83.33
207916|97.78||66.5
207919|100.0||100.0
207921|100.0|34.85|67.65
207922|87.5|25.0|
207923|100.0|20.0|26.76
207925|100.0||50.0
207928|23.06|34.67|43.4
207929|100.0|33.33|40.0
207930|100.0||
207932|100.0||
207934||20.0|34.5
207935|100.0||
207936|100.0|35.0|
207937|||100.0
207942|100.0||
207944|19.84|14.17|50.0
207951|100.0||
207952|100.0|33.33|54.25
207957|||100.0
207960|100.0||50.0
207964|100.0||
207966|||59.58
207967|25.6|3.91|93.38
207968|100.0||
207970|100.0||
207974||16.67|100.0
207978|100.0||
207980|49.21|33.33|25.0
207982|33.33|50.0|100.0
207983|||100.0
207984|54.27|33.33|1.16
207986|97.04||100.0
207987|||100.0
207990|||100.0
207991|50.0|33.33|58.33
207992|20.0|16.96|79.4
207994|||95.31
207995|25.0||97.78
207996|||64.54
207998|98.89||75.0
208000||33.33|99.24
208001|73.33||49.29
208006|23.99||87.86
208008|100.0||
208011|53.21|25.38|1.09
208012|||98.82
208014|60.32||27.84
208017|||100.0
208018|100.0|34.02|
208019||33.33|2.63
208023|||100.0
208031|53.33|33.33|45.83
208033|74.56|40.91|
208034|||63.33
208035|100.0|22.22|35.5
208036|||50.0
208038|100.0||
208040|100.0|41.66|45.0
208041|100.0||29.0
208043|100.0||25.0
208046|||92.81
208047|100.0||
208056|36.46|36.06|10.0
208057|42.68||64.72
208058|72.45||87.0
208059|100.0||
208060|96.97|33.33|0.0
208064||23.25|45.23
208066||37.82|
208067|88.92|20.0|0.0
208072|||100.0
208075|100.0||
208080|100.0|33.33|0.0
208086|||100.0
208087|98.48|33.33|34.03
208091|||83.0
208092|100.0||
208093|100.0||
208095|||100.0
208097|100.0||
208098|88.89|50.0|15.0
208099|100.0||50.0
208102|||91.0
208103||17.31|10.06
208106||42.86|0.0
208107|100.0||
208108||20.0|7.14
208112|100.0||
208115|75.0||97.83
208118|||28.09
208121|||93.4
208122|100.0||
208126|||100.0
208129|100.0||
208131|83.48|22.31|66.67
208133||20.44|
208135||33.69|50.0
208139|27.62|25.0|100.0
208140||42.76|58.17
208142|100.0||
208144||50.0|75.0
208145|100.0||
208147||20.0|0.0
208149|33.21|14.29|88.1
208152|100.0||
208153||35.0|0.0
208154|100.0||
208155||33.33|0.0
208161||6.25|93.16
208162|||50.0
208163||35.1|0.0
208164|100.0||100.0
208165|100.0||
208167|||100.0
208170|80.0|20.0|
208171|56.66||69.0
208172|100.0||
208175|||100.0
208177|100.0||
208180|100.0|33.24|67.5
208183|92.28|44.67|7.89
208187|||100.0
208188|75.0||96.73
208189||50.0|39.77
208196|100.0|20.0|51.38
208200|||95.45
208201|100.0||
208206|100.0|20.0|0.0
208209|100.0||
208210|100.0||
208221||30.68|28.5
208224|100.0||
208226|70.48||58.73
208227|100.0||
208234|100.0||
208236|100.0|23.46|80.71
208237|100.0||
208238|75.0||100.0
208244|||20.0
208245|33.33||
208246||56.73|54.35
208247|||50.0
208248|||100.0
208250||50.0|
208253||20.0|0.0
208254|100.0||
208257|66.66|33.33|76.0
208258||4.0|95.32
208261|100.0||45.4
208263|100.0||
208264|100.0||
208270||39.74|0.0
208273|100.0||29.8
208274|100.0||
208275||33.33|
208277|||100.0
208278|50.0||56.0
208282|100.0|50.0|0.0
208286|||59.38
208288|87.58|42.86|0.0
208290|||100.0
208294|100.0||
208295|66.67||66.67
208296|95.43|20.0|0.0
208298|33.33||
208299|||50.0
208303|100.0||
208305|100.0||
208306|56.06||90.5
208307|40.74|33.33|0.0
208308||19.64|55.75
208310|93.21||30.56
208312|100.0||
208313|88.64|28.04|100.0
208314|100.0||33.0
208315|100.0||
208316|93.24||84.38
208318|100.0||
208319||20.0|
208320|42.0|22.13|2.42
208324|17.65||
208329|||100.0
208331|100.0||
208332|97.73||83.5
208336|50.0||58.65
208337|||100.0
208339|100.0|50.0|50.0
208340|100.0||
208341|||95.83
208345|100.0||
208346|33.33||100.0
208347|||50.0
208349|67.22|12.16|65.22
208353|41.92||
208354||20.0|15.62
208356|38.57|45.24|87.5
208357|100.0||
208359|56.25||25.0
208360|100.0||
208363|21.71||100.0
208364|100.0||50.0
208365|15.81||100.0
208367|||100.0
208375|100.0||
208376|100.0||67.0
208379|66.67|33.33|0.0
208382||16.67|90.0
208384|100.0||
208386|||75.0
208389|||43.19
208390||50.0|
208393|100.0||58.33
208397|54.49|5.03|23.71
208398||21.89|21.3
208403|100.0||100.0
208404|100.0||
208405|100.0|33.33|
208406||25.0|75.0
208407|100.0||100.0
208408|||100.0
208410|||100.0
208411|23.4|20.69|59.43
208413|||49.0
208414|90.18|33.33|79.21
208415||20.0|67.0
208417|41.67||65.2
208418|100.0|50.0|
208419|100.0||
208420|25.0|26.52|5.32
208425|70.44|5.24|71.91
208431|100.0||56.67
208432||34.11|75.0
208440|100.0||
208443|||100.0
208447|||53.57
208448|97.12||38.67
208449||20.0|100.0
208450|||100.0
208451||50.0|0.0
208452|100.0||50.0
208456|91.67|32.08|25.0
208457|||32.0
208460||33.33|
208465|100.0||
208467|100.0||
208468||30.72|9.78
208472|100.0||
208473||2.13|
208475||27.79|
208476|18.52||100.0
208478||50.0|0.0
208479|100.0||
208486|50.0||83.5
208489|100.0||
208490||34.24|
208493|100.0|50.0|
208494|100.0||
208501||33.33|25.0
208506||33.33|
208507|25.45|20.0|57.95
208511|98.81||100.0
208512|100.0||
208514|50.0||100.0
208516|100.0|20.86|
208517|20.0|20.0|33.33
208520||50.0|
208522||33.62|0.0
208525|||33.0
208527|100.0||
208529|100.0||
208532|100.0||
208533||20.0|100.0
208534||50.0|93.18
208537|95.83||24.29
208540|100.0||60.87
208542|100.0||
208544|39.4|19.85|21.72
208545|82.81|27.78|33.0
208548||33.33|100.0
208549||22.81|79.35
208551||33.19|2.44
208552|||83.5
208555|97.72|15.25|99.82
208556|100.0||
208557|100.0|50.0|
208558|100.0||
208560|50.0|34.27|43.4
208561|100.0||
208563|100.0||100.0
208564|50.0||100.0
208566|63.78||47.11
208568|100.0||
208569||29.66|4.27
208570||34.47|75.0
208571|28.21|31.44|50.0
208574|100.0||
