asn|aspp_average|moreSpecific_average|selective_average
3319||18.25|
3320|43.94|6.12|98.98
3321|20.9|18.91|100.0
3323||50.0|
3324|11.12|10.17|45.02
3325|12.65|11.45|15.06
3326|17.14|5.8|99.72
3327|9.53|15.58|99.9
3329|39.42|18.02|65.41
3330|93.75||21.2
3331|100.0||
3332|100.0||33.0
3333|||43.88
3334||50.0|
3335|47.31|37.49|62.41
3339|48.06|4.1|65.23
3342||15.08|15.3
3343|42.68||65.33
3344|100.0||
3347||23.81|61.71
3348||18.81|92.68
3352||7.63|100.0
3354||10.28|
3356|73.8|7.67|100.0
3357|43.5|7.25|77.33
3359|57.8|22.68|4.76
3360|30.51|4.55|100.0
3361|39.45|12.13|48.32
3363|6.08|11.03|81.1
3364||12.44|2.49
3367|100.0|8.55|32.86
3369||12.94|
3371||4.95|96.0
3372||7.05|
3375||6.41|
3377|11.11|5.53|100.0
3378|2.56|1.88|
3379|18.25|13.14|91.67
3382|77.91|20.24|42.38
3384|50.0||75.0
3385|||100.0
3388||8.6|6.56
3389||15.1|75.56
3390|87.33|16.67|
3392|100.0||
3397|57.14||
3399|||40.41
3401|91.13|27.39|29.55
3402||38.89|71.1
3408|100.0||
3410|73.68|50.0|
3411|22.5|32.2|60.0
3412|||100.0
3421|||100.0
3423||9.09|
3424|||51.42
3428|87.96|16.67|0.0
3443|||100.0
3446||33.33|
3447||25.0|
3449|52.56|39.93|73.68
3450|52.63|39.09|33.22
3452|83.96|23.11|86.84
3454|100.0|34.89|0.0
3455|4.2|4.7|100.0
3456|75.49|14.38|100.0
3457|31.37||99.22
3458||34.73|0.0
3459|100.0||
3462|39.7|10.33|99.98
3464|87.4|17.38|30.32
3465|78.16|35.71|43.99
3471|98.78||
3472|77.09||100.0
3474|15.87|3.93|
3475|1.87|1.75|
3477||4.78|100.0
3479|79.85|11.56|85.36
3480|98.53|24.33|40.0
3481|45.84|7.5|22.35
3482|92.73|38.56|33.29
3484|1.52|9.66|96.75
3486|65.71|17.71|19.75
3488||12.52|0.0
3491|45.38|6.56|100.0
3495|26.57|36.29|9.82
3502|66.31|5.35|46.25
3512|39.33|39.47|96.23
3525||28.57|
3527|95.3|25.53|9.93
3548||11.76|93.8
3549|19.32|12.2|100.0
3550|14.39|20.0|99.23
3551||25.58|65.19
3554|33.33||100.0
3557|33.33|39.37|52.21
3561|6.05|13.54|99.98
3562||22.22|
3563|80.0||100.0
3564|100.0||
3565|67.13|14.24|51.82
3569|83.33|18.79|
3571|10.49||43.76
3573|7.5|19.64|100.0
3576|||100.0
3577|50.0||50.0
3580|87.5|13.28|69.25
3582|96.8|23.4|82.5
3583||33.22|25.68
3584|81.31|7.77|12.45
3585|59.42||97.34
3586|||8.0
3592|82.56|24.32|25.76
3593||12.81|
3595|41.15|16.84|61.25
3596|4.23|10.26|88.59
3597|15.4|24.59|82.9
3598|4.86|16.38|97.16
3599|47.59|21.14|80.89
3601|||67.0
3602||12.12|0.0
3603||49.73|0.0
3605|54.89|31.27|84.28
3606|43.4|18.87|76.75
3608|||7.6
3613|100.0||100.0
3614|31.56|12.77|70.55
3624|100.0||
3630|||100.0
3633|16.47|8.67|92.26
3634|69.26|34.47|25.81
3640|55.19|19.75|73.85
3644|12.5||
3648||15.7|100.0
3651|0.29|9.58|99.34
3653|15.11|29.52|16.42
3655|||66.86
3657||50.0|100.0
3659||47.69|0.0
3661||15.12|21.88
3662|16.43||54.93
3663|70.08|23.11|24.51
3671|29.54|30.1|89.19
3676|66.47|39.12|84.62
3677|||100.0
3680|33.75|14.37|100.0
3681|37.13|19.96|96.5
3685|77.38|8.63|3.08
3688|69.94|50.69|10.98
3693|||94.32
3700|72.05|33.51|25.67
3701|100.0|12.6|54.81
3705|50.0|47.52|79.52
3707|5.18|13.67|75.21
3708|100.0||
3709|81.34|3.0|6.94
3713|5.88|16.42|89.98
3714|99.91|20.08|74.12
3715|||100.0
3719|86.14|17.65|11.94
3720||27.27|21.0
3722|79.81|21.53|92.63
3724||17.67|
3725||19.17|100.0
3727|100.0||
3728|21.11|10.84|96.2
3729|36.04|16.67|64.69
3730|100.0||
3731|||100.0
3734|30.44|6.39|71.26
3737|9.62|8.7|85.22
3738|20.15|3.73|100.0
3741|9.31|9.44|100.0
3742|100.0|25.0|88.33
3743||32.23|38.89
3745|||98.95
3748||50.0|
3754||10.0|
3755|87.53|17.78|18.19
3756|70.17|37.71|82.98
3758|34.82|7.64|94.74
3761|||50.0
3762|9.26|43.19|99.4
3763|100.0||
3764|100.0|6.95|8.43
3766||36.42|
3769|44.12|13.7|49.4
3770|99.68|5.92|13.69
3776|47.11||
3777|98.18|11.86|0.57
3778||49.09|49.4
3782|91.25|50.0|12.0
3783|100.0||
3784|100.0||
3785|68.19||100.0
3786|27.24|5.83|100.0
3789|94.15||78.0
3790|69.68|18.45|33.67
3791|37.53||42.38
3794|90.91|50.0|
3795||47.66|0.0
3800|100.0|8.63|90.48
3801|65.33|6.56|88.46
3803|||100.0
3807|82.44|3.88|7.66
3810||20.0|100.0
3813||47.16|4.76
3816|17.33|9.05|92.07
3819|50.0||50.0
3820|32.94|5.88|100.0
3826|95.3|16.98|64.29
3828|100.0|19.9|100.0
3833|2.57|4.91|16.98
3834|100.0||
3836|43.7|20.01|42.75
3838|77.27||50.0
3839|45.64|15.98|43.56
3842|17.44|11.33|100.0
3846|100.0||
3847|100.0||
3848|12.51|11.48|100.0
3850|||100.0
3851|87.98|27.89|60.83
3853|86.61|8.46|50.0
3855|52.63|11.3|90.98
3856|100.0||
3858|100.0||
3900|1.14|10.94|84.99
3902|83.73||
3904|100.0||
3905||10.67|
3908|84.62|7.71|59.69
3909|4.05|12.11|
3910||6.85|49.64
3911|12.41|21.91|100.0
3912|100.0|6.06|21.87
3914|||61.23
3916|54.17||
3917|21.52|17.84|100.0
3918|9.02|9.31|100.0
3920|25.0||100.0
3921|92.17||85.29
3923||33.32|49.0
3925|50.83|7.88|90.87
3926||26.98|57.08
3930||23.18|88.0
3931|95.24|14.33|22.0
3935|82.58|50.0|
3943|68.59|46.2|1.0
3944|100.0||
3949|3.38|10.49|99.97
3952|22.55|4.23|99.67
3954|100.0||
3955|12.01|12.0|100.0
3958|66.5|5.44|57.09
3962||37.5|67.42
3967|51.14|27.78|81.33
3968|||64.0
3970||25.33|
3999|68.38|28.09|89.71
4007|15.89|28.76|84.58
4010|14.46|2.42|100.0
4021|14.24|12.7|99.99
4040|14.29||54.8
4043|85.77|30.57|12.06
4046|65.74|10.74|90.61
4049|56.63|8.33|71.96
4055|100.0||
4057|77.01||96.3
4058|55.61|21.32|99.07
4093||50.0|
4128||2.98|27.17
4130|90.32|20.35|42.06
4133|51.79||100.0
4134|71.13|6.95|100.0
4136|5.01|10.65|47.69
4150|75.79|14.92|77.45
4152||7.04|
4155|||100.0
4158|71.33|16.31|49.08
4179|27.23|4.74|74.6
4181|19.94|5.96|88.21
4182|||51.02
4184||16.73|36.36
4185||4.25|
4186||5.0|
4188|100.0||
4190|84.48|7.25|1.59
4192|67.16|18.17|99.83
4193|51.6|12.47|12.49
4195|15.89|10.31|100.0
4196|6.94|11.02|100.0
4199|100.0||100.0
4201||33.33|
4202|77.96||33.0
4205|55.09||67.0
4208|74.65||31.56
4211||46.71|0.0
4212|||100.0
4213|1.82|10.28|97.35
4224|||71.5
4229|47.7|10.18|91.02
4230||14.53|84.48
4232|||100.0
4237||3.81|100.0
4241||50.0|
4243|12.21|6.28|100.0
4246|43.56|23.64|8.3
4249|5.08|11.55|100.0
4250|74.92|14.45|95.75
4258|100.0|7.39|64.05
4261||18.72|7.64
4262||5.26|
4263||3.77|
4264||7.77|
4266||3.56|
4267||6.58|
4269||5.41|
4270|67.75|7.1|45.96
4274|2.78|5.09|
4298|6.31|8.34|69.07
4306|||82.0
4307|98.67|16.59|81.36
4310|98.67|17.76|0.0
4314|46.38|16.2|46.67
4318|17.97|14.63|88.43
4319|90.06|11.03|87.48
4323|0.08|11.89|68.22
4324|||100.0
4352|13.99|13.69|0.0
4354|||100.0
4356|100.0||
4358|99.27|9.09|0.0
4364|50.0||3.0
4366|||79.61
4373|71.95|6.48|75.84
4374|90.48||93.18
4382|99.0||43.2
4385|77.02|33.33|0.0
4387||11.81|100.0
4390|||33.77
4393|83.33||94.71
4410|57.67||78.77
4434|18.38|34.54|87.48
4436|26.48|5.49|100.0
4443|100.0||50.0
4445|56.4|16.43|100.0
4451|40.29||62.5
4452|100.0|4.95|
4454|35.26|30.98|0.0
4455|38.33|18.33|97.49
4459|90.36|7.02|68.78
4465|||100.0
4466|||100.0
4468|||89.52
4469|77.78|17.16|81.81
4470||23.93|39.25
4471||25.0|
4473||2.63|
4474|||61.09
4475|66.38|33.62|60.62
4476|24.51|12.1|96.31
4492||18.99|100.0
4493||40.32|
4497|100.0|20.0|
4503|47.18||67.64
4505|100.0||
4508|77.72|35.29|82.21
4511|90.71|14.79|29.88
4514|100.0||50.0
4515|14.07|14.83|91.26
4528|48.82|24.05|85.42
4531||17.69|0.0
4538|75.88|17.45|99.36
4539|54.05|50.0|45.35
4540|50.47|3.7|34.79
4543|21.43||50.71
4544|3.6|15.83|79.33
4546|47.66|5.65|100.0
4547||20.0|
4549|30.09|10.78|93.64
4556|50.0|16.67|34.22
4557|68.14|14.15|93.21
4563|40.84||98.16
4565|0.84|11.72|96.17
4566|64.06||99.31
4569||26.7|100.0
4572|100.0||
4574||2.5|0.0
4576|||86.59
4577|100.0||
4578|100.0||
4581|31.3|15.15|67.66
4583|84.24|5.51|73.11
4587||33.33|
4589|5.52|6.2|99.83
4594|34.43|20.2|31.6
4596|100.0||
4597||41.09|2.0
4598|100.0||
4604|66.67|50.0|
4605|45.64|30.01|6.16
4608|65.37|18.22|69.16
4609|67.85|32.84|97.39
4611||6.67|81.49
4613|86.73|13.07|89.54
4616|72.51|16.11|59.72
4618|63.83|24.51|99.98
4621|42.68|3.56|79.94
4622|45.04|20.44|98.28
4623|52.11||89.51
4628|26.18|14.01|96.62
4629||20.0|
4631|100.0||
4637|92.4|9.12|100.0
4638||9.11|91.23
4641|91.24|30.18|10.39
4642|74.46||73.59
4643|85.71||100.0
4645|3.93|18.33|57.74
4646||27.51|85.94
4647|98.03|37.19|21.82
4648|1.83|3.81|100.0
4650|100.0||
4651|86.06|3.44|93.21
4653|50.0|33.33|62.07
4655|||20.29
4657|58.25|7.83|100.0
4658|75.14|27.42|72.92
4661|100.0||78.57
4662||16.67|94.5
4663|81.79|34.46|8.31
4664|100.0||
4665||6.65|100.0
4666||12.75|72.06
4667|58.99|33.49|50.86
4668|76.51|8.24|67.6
4669|||100.0
4670|37.89|22.08|23.18
4672|33.33|64.15|0.0
4673|97.15|20.47|79.38
4675|57.14|15.93|41.22
4677||21.35|
4678|94.22|14.45|73.78
4680|50.03|12.51|87.09
4683||50.0|
4685|93.61|11.67|61.12
4686|1.85|1.62|93.8
4693|99.85|12.5|78.33
4694|18.79|15.55|92.13
4697|100.0||50.62
4704|90.17|11.85|57.91
4711||28.98|8.76
4713||1.84|69.68
4717||33.33|0.0
4721|67.82|30.34|44.86
4723|92.49|12.22|25.35
4725|64.23|4.23|89.8
4729||49.38|
4730||33.33|
4739|35.39|7.27|85.12
4741|18.52|34.05|63.9
4748||4.01|2.41
4749|72.52|17.16|100.0
4750|8.25|26.18|97.23
4755|1.91|13.43|100.0
4756|33.33|33.33|0.0
4758|1.02|20.17|99.42
4759|23.53|1.58|66.77
4760|12.48|19.08|59.26
4761|31.82|26.95|100.0
4762|33.47|5.96|16.94
4764|57.44|27.18|78.37
4765|41.53|19.47|33.61
4766|48.83|7.17|100.0
4767|55.28|22.69|25.11
4768|22.02|8.17|89.42
4769|96.12|24.62|63.46
4770|99.83|5.77|97.69
4771||1.07|99.79
4773|64.51|24.78|97.69
4774||31.09|
4775|34.27|5.89|100.0
4776|97.98|16.38|85.72
4777|||100.0
4778|100.0||
4780|54.82|28.32|100.0
4781|84.2|11.11|19.94
4782||12.74|93.09
4783|99.36|16.67|43.2
4785|57.41|2.56|97.87
4786|40.48||67.93
4787|2.17|45.73|95.51
4788|85.87|36.18|99.99
4790|||8.12
4791|95.28||
4792||9.63|
4793|18.73|20.48|21.34
4795|3.8|23.73|94.65
4796|63.28|28.1|33.84
4797|31.9||100.0
4800|37.03|5.21|99.69
4802||6.88|96.86
4804|70.68|9.68|65.88
4808|1.52|17.62|98.64
4809|21.87|6.91|100.0
4811||5.32|72.71
4812|0.7|15.51|92.78
4813||1.56|97.67
4815||50.0|
4816||3.14|84.7
4817|74.13|15.95|64.33
4818|65.82|17.24|55.66
4820|||100.0
4821|74.56|14.25|61.41
4822|||100.0
4823|100.0||
4826|7.59|6.22|100.0
4827|73.86||74.33
4829|16.66|18.64|69.42
4830|93.34|39.71|91.55
4832|30.0|26.72|89.62
4833||57.14|33.08
4835||10.95|90.91
4837|71.28|6.38|100.0
4842|44.07|13.4|100.0
4844||37.87|15.88
4845||25.35|15.38
4846|89.62||50.0
4847|5.24|10.37|99.19
4850|100.0||
4851|37.49|26.48|74.12
4853||5.33|
4855|21.24|8.04|97.12
4857|36.03|18.64|90.74
4858|100.0||
4859|100.0||
4862|||100.0
4864|90.22|17.45|100.0
4866|100.0||
4867|67.86||100.0
4868|56.27|7.69|89.17
4869|64.0|31.02|83.0
4871|100.0||
4873|||73.6
4874||31.25|
4876||18.95|98.6
4877|87.25||54.05
4878|||95.54
4879|||100.0
4880|26.67|31.98|94.38
4882|||38.42
4883|38.37||63.4
4884|81.9|22.95|53.76
4885|97.62||50.0
4886|||100.0
4887|100.0||
4889||33.23|5.61
4890|100.0||
4891|||6.11
4892|||63.88
4893|97.59|33.33|52.09
4894|100.0||
4898|96.2||91.65
4900|||50.0
4902|100.0||
4904|100.0||
4905|||63.77
4906||18.05|30.55
4907|100.0||
4908|||34.0
4911||24.05|
4913|10.98|16.85|100.0
4917|43.27|10.53|75.63
4922|1.92|32.32|52.46
4926|8.33||97.33
4927|70.12|14.52|98.79
4940|74.04||100.0
4943|33.33|20.91|0.0
4954|20.0|16.67|28.0
4961||4.38|100.0
4965|31.86||100.0
4966|||100.0
4967|100.0||
4969|||100.0
4972|9.13||77.43
4977|28.92|33.33|84.62
4980|100.0||
4983|6.63|22.24|100.0
4985|50.0|50.0|48.78
4986|46.81|25.35|6.64
4989|96.74|16.45|30.1
4995|8.33||
4996|||100.0
4997||16.67|
5000|100.0||
5006|3.4|13.71|99.97
5008|82.33|20.47|51.18
5009|96.19|10.38|40.92
5015||10.0|98.93
5017|5.03||80.5
5018|9.17|8.89|52.45
5022|||67.65
5032|100.0||
5033|50.94|10.98|50.25
5048||27.36|49.29
5049||10.64|48.81
5050|67.75|9.72|73.41
5052|50.0||
5056|28.55|7.19|69.26
5058||50.0|100.0
5065||4.94|100.0
5066|100.0||
5067|100.0|50.0|0.0
5068||13.89|100.0
5071||7.86|22.8
5073|||100.0
5078|92.58|7.48|73.46
5079||14.29|
5080|29.25|15.53|69.07
5081|100.0||
5087|3.4|5.85|97.14
5088|72.46|13.74|81.0
5089|26.97|26.0|71.32
5090|100.0||
5091|30.44||100.0
5096|||50.0
5097|100.0||
5098|33.33|33.5|54.0
5101|||100.0
5104||25.0|
5108||18.29|16.19
5109||30.51|18.0
5110|45.02|45.62|64.21
5111|||90.53
5132||50.0|
5133||16.67|
5159||2.78|
5180|89.4|4.49|100.0
5182|61.11||
5231||2.98|
5237|8.6|5.34|99.88
5264||50.0|
5306|10.16|7.73|100.0
5307||3.1|
5313|||100.0
5323|12.5|18.05|91.0
5329|||100.0
5341|33.33|17.39|85.33
5371|45.77|6.28|99.6
5374||44.09|
5376|100.0||
5377|48.4|23.78|96.37
5378|10.27|5.01|69.93
5379|25.0|24.34|99.8
5380|100.0||
5381||5.72|51.0
5382||50.0|
5384||23.13|99.8
5385|19.71|6.67|61.24
5386|100.0|33.33|
5387||7.32|100.0
5388||8.17|
5390|71.33|14.32|86.25
5391|49.46|10.32|97.85
5392|100.0||
5394|98.08|14.84|83.04
5396|31.22|13.61|51.38
5397|33.33|33.33|0.0
5398|37.38|16.44|99.2
5400||2.64|99.94
5403|13.2|5.93|13.14
5404|99.5|8.41|73.8
5405|81.25||81.43
5408|2.5|10.56|96.26
5409|||71.12
5410|19.38|6.11|69.97
5411|30.14|29.6|15.48
5413|96.96|6.14|98.48
5415|100.0||
5416|73.84|11.44|89.3
5418|100.0||50.0
5419|6.67|8.1|9.39
5420|51.94|50.0|93.55
5421|53.99|8.81|3.11
5425||2.58|
5426|100.0||
5427||23.01|65.57
5429|99.84||97.42
5430||20.19|97.66
5431|100.0||
5432|56.76|4.86|57.87
5433|78.12|23.38|31.44
5434||7.73|87.6
5435|||91.18
5436|||100.0
5438|1.27|16.83|87.6
5439|||50.0
5458|100.0||
5459|||54.78
5463|66.67|33.33|36.77
5464|70.51|5.29|85.44
5466|11.53|3.64|85.91
5467|52.93|25.86|23.21
5468||29.77|32.91
5469||50.0|
5470||33.24|0.0
5473|100.0||
5474|99.17||43.89
5479|||6.0
5480||9.09|
5482||25.71|53.69
5483|3.86|9.13|99.93
5484|26.74|3.67|91.29
5486||41.59|89.65
5488||5.77|100.0
5495|95.05|4.68|32.77
5498|44.24||87.25
5500|90.36||77.75
5501|40.61|4.38|97.5
5503|12.5|14.85|75.78
5504|58.19|3.57|79.55
5505|97.64|20.0|36.29
5511|2.93|8.57|99.99
5516|66.11|11.11|33.17
5517|85.1|24.07|49.0
5518||18.82|69.88
5520|85.71|15.31|
5521|||65.0
5522|78.57|28.81|0.0
5523|99.31|16.67|20.72
5524|99.74|7.88|66.65
5527|100.0||
5528|45.0||67.0
5530|100.0||
5531|25.0|24.18|100.0
5532|21.19|20.8|
5535|88.93|25.0|
5536|||100.0
5537|91.7|38.55|22.88
5538|50.0|14.84|99.38
5539|100.0|8.42|75.1
5540|32.41||96.68
5541||6.2|77.9
5542|14.29|18.65|29.72
5543|100.0||
5545|100.0||
5547|44.3|23.68|43.25
5550|67.65|50.0|
5551||47.5|100.0
5552|98.52||50.46
5553|||100.0
5554|100.0|25.0|
5555|4.51|28.05|
5563|60.76|9.8|93.43
5564|58.99|30.79|67.22
5567|88.4|24.65|46.56
5568|42.93|12.66|99.12
5570|100.0||
5572|||100.0
5576|57.56||91.62
5577|85.99|4.66|11.77
5578||10.12|86.79
5580|2.57|9.35|85.95
5582|100.0|33.33|0.0
5586||20.0|
5587||9.72|10.1
5588|38.05|4.49|100.0
5589|69.44||66.8
5591||3.25|
5593|96.34|25.3|72.8
5598|83.56|19.57|0.0
5600||33.33|78.4
5601|100.0||
5602|33.32|8.48|94.51
5603|32.15|24.32|81.4
5605|53.34|21.73|52.55
5606|97.37|2.33|98.37
5607|84.35|6.14|67.81
5609||50.0|
5610|27.18|20.95|68.85
5613|66.67|35.61|0.0
5615|100.0|18.68|72.0
5617|50.61|25.19|60.23
5618|57.09|14.13|89.25
5619|25.32|23.04|57.33
5620|100.0||
5624|27.61|7.69|13.03
5626||27.49|95.88
5629|||100.0
5630|47.81|33.8|0.0
5631|51.94|33.32|49.09
5635|91.84||100.0
5637|80.0||50.0
5638|100.0||
5639||8.34|45.46
5642|100.0||
5645|21.56|18.46|96.56
5647||16.04|0.64
5648||50.0|
5650|95.11|3.6|96.93
5653|66.34|22.85|99.09
5655|44.12||100.0
5656||16.23|98.0
5661|91.25|50.0|
5662|7.47|17.57|71.43
5663||30.83|1.81
5664|39.74|33.17|48.72
5665|95.69||37.14
5666||6.19|100.0
5668||4.73|
5669||2.2|20.0
5670|18.14|14.02|44.43
5671|82.93|29.59|
5672|54.73|21.78|
5673|100.0||
5679|||100.0
5683|77.5|25.0|1.93
5690|29.8|20.64|77.51
5691|11.1|8.09|96.47
5692|6.67|34.37|85.5
5693|90.3|14.47|19.84
5696|6.6|4.43|96.21
5699|100.0||
5702|||100.0
5704||27.78|
5705|100.0||
5707|60.95|34.76|60.62
5708|64.58|34.03|25.09
5710|||100.0
5713|13.45|9.52|100.0
5714|3.21|1.32|52.61
5715|27.27|1.76|99.7
5716||2.82|93.35
5718|100.0||
5719|26.24|29.45|70.55
5721|||91.0
5722|4.06|7.99|99.69
5723|58.05|26.83|50.79
5726|||14.55
5728||2.56|
5731|||100.0
5734||12.8|
5738|100.0|8.79|55.62
5739||48.85|5.88
5740|49.87||100.0
5742|10.82|8.99|39.18
5743|100.0||
5744||26.45|98.0
5749|100.0||
5752|70.61|29.67|98.3
5758|37.48|6.13|67.6
5760|6.69|21.41|85.95
5764|97.07|12.5|96.64
5766|62.5|12.24|98.99
5767||25.84|100.0
5769|52.91|10.46|83.31
5772|75.0|37.67|29.74
5774|15.14|21.67|98.44
5777|83.33||85.43
5778||5.67|99.0
5779|33.33|25.0|100.0
5783|60.0||3.0
5784|100.0|3.23|0.0
5786|99.26|0.51|0.0
5787||25.0|0.0
5788|94.62||89.0
5790|56.49|14.51|35.99
5794|96.19|41.67|55.14
5797|100.0||
5800|24.53|10.09|99.99
5831|100.0||
5839|4.47|7.94|99.0
5842|42.5|11.76|100.0
5852|3.58|1.52|
5927|||92.5
5939||23.86|
5953|11.75|10.09|
5956|100.0||
5957||16.67|
5958|100.0|24.88|
5961||16.41|
5963|28.57||100.0
5969|50.0||100.0
5972|2.77|2.53|100.0
5974|7.83|8.47|
5976||4.59|
5979|100.0||
5982||48.89|94.0
5994|25.0|25.0|
5998||50.0|
6006||6.25|
6009||50.0|
6022||50.0|
6025||9.17|100.0
6026||4.76|
6034|15.57|1.57|
6035|8.75||100.0
6039||5.31|
6041||13.73|
6042||15.61|
6045||20.73|
6056|54.4|46.98|
6057|39.5|8.51|61.87
6058||2.27|90.0
6059|94.81|25.13|91.94
6062|60.1|7.4|83.93
6065|83.62|25.92|14.5
6067|7.69|10.63|37.06
6071|58.02|8.76|93.15
6072|23.39|35.19|77.7
6073|10.0||100.0
6074|100.0|50.0|
6075|3.92|0.98|100.0
6077|90.0||74.0
6079|18.5|1.86|73.55
6081|100.0||
6082|45.1|29.21|19.55
6083|98.9|12.79|15.81
6086||17.63|19.55
6091|51.44||61.97
6092|100.0||
6095|73.3|20.19|100.0
6099||35.88|72.49
6102|44.55|37.09|72.61
6103|54.17||100.0
6105|89.47|33.33|56.29
6106|20.0|29.06|4.2
6109|6.25||62.84
6111|76.13|17.15|91.53
6112||46.03|
6118|22.0|20.0|100.0
6122|43.43|13.43|70.17
6124|79.72|42.82|0.0
6126|45.04|24.15|100.0
6127|41.08|2.75|98.9
6128|86.48|13.08|94.7
6130|89.74|9.66|87.75
6134|86.81|2.02|100.0
6140||20.37|68.72
6142|44.44||18.9
6143|100.0||50.0
6145|100.0||
6146|48.67||100.0
6147|6.38|14.1|99.9
6150|100.0||
6152|50.0|20.0|
6157|8.54|7.42|
6163|69.4|26.96|61.5
6165|96.67||77.15
6167|5.91|9.73|100.0
6168|||100.0
6169|100.0||85.43
6171|82.12|3.67|38.01
6172|57.97|32.53|27.69
6181||16.42|79.26
6185||2.26|99.85
6188|99.9|16.17|19.79
6189||25.0|20.0
6190|100.0||
6192|83.33|20.17|0.59
6195|||39.14
6197|||100.0
6199|100.0||
6200|44.22|27.83|44.6
6203|38.09|34.75|57.63
6204|100.0||98.5
6206||7.49|100.0
6208||25.0|26.0
6209|53.8|14.0|100.0
6210|||29.0
6216|62.5||100.0
6220|8.4|5.43|100.0
6221||12.7|84.3
6231|||49.21
6233|77.82||99.48
6244|100.0||
6245|100.0|36.36|100.0
6250|4.08|4.22|100.0
6253|26.68|16.74|100.0
6254||42.68|81.56
6255||14.29|
6256|93.8|1.76|100.0
6261||20.3|
6262|6.93|13.06|100.0
6263|88.89|5.72|21.71
6267|56.17||88.0
6279|25.0||93.94
6280|68.39|10.07|81.67
6286|58.62||57.92
6289||11.84|0.0
6295|70.08|10.76|81.94
6296|34.05|13.26|37.0
6297||20.0|
6300|14.39|11.51|80.01
6301||35.44|99.28
6302||5.26|99.91
6303|20.15|25.43|96.01
6305|42.26||77.99
6306|77.75|7.64|79.42
6307|9.24|1.82|98.42
6309|56.76||89.58
6315|86.35|6.01|95.54
6316||5.37|100.0
6318|68.12||100.0
6319|45.77|7.32|30.09
6325|23.02|36.26|100.0
6327|10.89|6.76|97.41
6332||2.41|96.5
6334|77.78||100.0
6336|45.73|14.45|97.6
6337|50.59|28.37|0.0
6341|66.68|40.13|43.13
6342|37.81|8.48|90.2
6343|||39.7
6349|||99.7
6352|||98.7
6354||41.66|50.0
6356|37.17|9.72|0.0
6360|13.98|10.88|57.99
6362||50.0|
6363|42.68|38.4|99.31
6364|34.75|8.73|99.95
6366|59.82|30.8|2.8
6367||3.68|
6368|98.0|22.98|34.37
6372||26.58|21.38
6373|||100.0
6377|87.18|48.08|0.0
6379|14.54|4.83|100.0
6389|0.48|10.49|100.0
6391|43.45|30.74|44.24
6400|25.74|26.08|80.02
6401|35.17||
6404|18.06||100.0
6405|50.0|40.01|17.48
6406|66.67|33.33|
6407|85.41|5.75|91.9
6412|50.42|45.72|77.45
6419|91.34|3.17|100.0
6421|4.1||100.0
6423|94.44|16.07|80.26
6424|77.08|20.0|91.67
6428|57.28|8.94|83.24
6429|27.46|14.29|67.07
6431||10.24|
6448|10.0|10.01|91.57
6450|49.79|16.45|91.6
6451||13.13|19.1
6453|13.68|15.21|100.0
6456||25.0|32.85
6459|18.91|15.03|64.58
6461|23.98|1.85|99.41
6462|69.63|28.81|98.28
6468|59.22|13.83|100.0
6471||6.75|44.69
6473|69.27||75.82
6479|100.0||2.31
6481|35.07|18.01|82.74
6482|62.12|27.48|71.04
6487|2.78|12.34|99.8
6488|38.67||43.0
6492||33.33|
6493|100.0||
6495|47.72|32.77|87.73
6498|12.25|10.11|99.9
6500|59.33|37.96|100.0
6501|17.39|9.34|87.18
6503|18.78|9.93|99.95
6505||8.31|92.8
6507|30.3|13.28|100.0
6508|100.0||
6509|||100.0
6510||49.79|0.0
6517|2.14|9.97|86.85
6519|38.33||100.0
6522|56.77|49.83|0.0
6524|||14.0
6527|28.97|4.37|100.0
6528|100.0|4.21|31.26
6531|||50.0
6534||16.98|
6535|0.84|12.95|99.74
6536||22.22|14.65
6539||20.43|
6541||5.6|
6547|100.0||
6550|50.0||67.0
6551|99.19||76.0
6553||29.43|2.21
6556|25.0||67.7
6559||22.22|
6560|||100.0
6561|83.25|21.87|6.38
6566||7.44|41.47
6568|25.54|20.78|75.76
6569||21.07|37.08
6570|||100.0
6576|90.24|32.26|1.84
6579|80.31|18.14|0.01
6580|49.72|27.14|19.74
6582|100.0||51.62
6583|91.67||
6584||28.83|
6591|29.45|14.34|59.07
6594|52.68|7.83|12.91
6595|||69.23
6596|89.88||100.0
6597|88.17|6.86|36.18
6598|86.43|12.36|93.37
6606|19.27||
6614|82.58|8.48|37.68
6618|100.0||
6619|32.89|11.64|100.0
6620|24.24|1.1|99.69
6621|54.51|4.38|100.0
6623||31.56|82.55
6624||25.0|
6628|64.55|50.0|
6629|94.18|2.41|72.93
6639|55.55|6.68|75.11
6640|6.31|2.41|100.0
6642|95.83||50.0
6643|23.55||100.0
6645|100.0||
6646|15.55|18.26|11.67
6647|50.0||100.0
6648|1.06|29.17|100.0
6649|100.0||
6650|29.14|17.7|27.21
6652|92.68|50.0|0.0
6653||12.16|38.16
6658|100.0||100.0
6659|77.78|6.4|90.36
6660||18.44|93.58
6661|27.63|7.15|97.43
6662|100.0|31.7|33.25
6663|53.18|2.53|99.19
6665|25.21|20.0|100.0
6667|||72.96
6670|||100.0
6671|100.0||
6672|100.0|17.4|16.21
6673|98.67|44.19|4.18
6674|33.33|33.33|0.0
6677|69.83|19.83|94.81
6679|100.0||61.17
6681|90.0|20.0|54.63
6685||33.33|0.0
6690||20.0|
